"","nodeLabel","CpG","correlations"
"cg04747036","VAE22","cg04747036",0.650932554772343
"cg03998264","VAE22","cg03998264",0.650924601273064
"cg24702147","VAE22","cg24702147",0.650864651539405
"cg00249032","VAE22","cg00249032",0.6499579324563
"cg09062708","VAE22","cg09062708",0.649777708126024
"cg01052276","VAE22","cg01052276",0.648963474246208
"cg23028209","VAE22","cg23028209",0.648263198550388
"cg11405475","VAE22","cg11405475",0.648256744604963
"cg01466348","VAE22","cg01466348",0.64817671562672
"cg14445389","VAE22","cg14445389",0.648107150831701
"cg25985583","VAE22","cg25985583",0.647831730339347
"cg19443920","VAE22","cg19443920",0.647806272334085
"cg18809126","VAE22","cg18809126",0.647241991361775
"cg25314315","VAE22","cg25314315",0.647194650743695
"cg00109764","VAE22","cg00109764",0.647128342673275
"cg10162971","VAE22","cg10162971",0.64664911139224
"cg09548718","VAE22","cg09548718",0.646287666170145
"cg20593826","VAE22","cg20593826",0.645874912736967
"cg07443717","VAE22","cg07443717",0.645864938313809
"cg21631439","VAE22","cg21631439",0.645749705186521
"cg26741686","VAE22","cg26741686",0.645738585945962
"cg09820557","VAE22","cg09820557",0.645447415345599
"cg00063909","VAE22","cg00063909",0.645425898187612
"cg10702041","VAE22","cg10702041",0.645276336662726
"cg08834350","VAE22","cg08834350",0.645181829567805
"cg14091103","VAE22","cg14091103",0.645178392930896
"cg08616951","VAE22","cg08616951",0.645125250829629
"cg16271954","VAE22","cg16271954",0.644663834594816
"cg15087376","VAE22","cg15087376",0.644637732758075
"cg15296767","VAE22","cg15296767",0.644545627128018
"cg21814583","VAE22","cg21814583",0.644386294344769
"cg15229454","VAE22","cg15229454",0.644029046819503
"cg05335893","VAE22","cg05335893",0.643961455258556
"cg01375262","VAE22","cg01375262",0.643946323281697
"cg00246969","VAE22","cg00246969",0.643927245141604
"cg02872476","VAE22","cg02872476",0.643918235983043
"cg08401725","VAE22","cg08401725",0.643806124498696
"cg01251360","VAE22","cg01251360",0.64353385467238
"cg08761535","VAE22","cg08761535",0.643309359780203
"cg17965690","VAE22","cg17965690",0.643263287560395
"cg21946631","VAE22","cg21946631",0.643237194361171
"cg07298473","VAE22","cg07298473",0.642819939055167
"cg25686172","VAE22","cg25686172",0.642669442210742
"cg18912530","VAE22","cg18912530",0.642570002266587
"cg24887265","VAE22","cg24887265",-0.642098882494987
"cg03290871","VAE22","cg03290871",0.641770484367649
"cg18500968","VAE22","cg18500968",0.641319434952295
"cg19707735","VAE22","cg19707735",0.641285793444951
"cg13704497","VAE22","cg13704497",0.641111530696517
"cg08715862","VAE22","cg08715862",0.64065079709448
"cg21771679","VAE22","cg21771679",0.640492000666868
"cg03173502","VAE22","cg03173502",0.640491728747926
"cg27377632","VAE22","cg27377632",0.640333318268272
"cg17601191","VAE22","cg17601191",0.640175849441239
"cg20685233","VAE22","cg20685233",0.63949531076924
"cg21422605","VAE22","cg21422605",0.639403624376232
"cg10961323","VAE22","cg10961323",0.639400093178897
"cg27405400","VAE22","cg27405400",-0.639280260402362
"cg17501210","VAE22","cg17501210",0.638940705367028
"cg25450819","VAE22","cg25450819",0.638725730203276
"cg17017514","VAE22","cg17017514",0.638461674039133
"cg15479752","VAE22","cg15479752",0.638242879501669
"cg09527615","VAE22","cg09527615",0.6379660164779
"cg02966404","VAE22","cg02966404",0.637784890241177
"cg07670736","VAE22","cg07670736",0.637780467820192
"cg18205372","VAE22","cg18205372",0.637768312378516
"cg23240927","VAE22","cg23240927",0.637592133042609
"cg18464216","VAE22","cg18464216",0.637547502315986
"cg03803789","VAE22","cg03803789",0.637325286365921
"cg10657965","VAE22","cg10657965",0.637267568219981
"cg26783146","VAE22","cg26783146",0.637251357987989
"cg10711528","VAE22","cg10711528",0.637185837932201
"cg01699740","VAE22","cg01699740",0.636939505476297
"cg22041417","VAE22","cg22041417",0.63692758002632
"cg09958560","VAE22","cg09958560",0.636903575360941
"cg18982286","VAE22","cg18982286",0.636573692781983
"cg07148458","VAE22","cg07148458",0.636539741690216
"cg02086195","VAE22","cg02086195",0.635991583770513
"cg25821223","VAE22","cg25821223",0.635479421489706
"cg13696545","VAE22","cg13696545",0.635394118081706
"cg11409022","VAE22","cg11409022",0.635298475843898
"cg18546752","VAE22","cg18546752",0.635273180216635
"cg26076724","VAE22","cg26076724",0.635182620323112
"cg10246141","VAE22","cg10246141",0.635155434940931
"cg05750926","VAE22","cg05750926",0.635123263959598
"cg08293777","VAE22","cg08293777",0.635020281991085
"cg26033520","VAE22","cg26033520",0.634218340037909
"cg14032261","VAE22","cg14032261",0.63377203759589
"cg16175941","VAE22","cg16175941",0.633674711992779
"cg06422039","VAE22","cg06422039",0.633568627730357
"cg19574297","VAE22","cg19574297",0.633299368720046
"cg10616795","VAE22","cg10616795",0.632936675626717
"cg19797087","VAE22","cg19797087",-0.632603228423854
"cg22621652","VAE22","cg22621652",0.63252588391528
"cg26825849","VAE22","cg26825849",0.632514519587052
"cg02258482","VAE22","cg02258482",0.631957025761182
"cg02317313","VAE22","cg02317313",0.631859038047523
"cg11152263","VAE22","cg11152263",0.631572728296301
"cg09147843","VAE22","cg09147843",0.631395287030928
"cg14898232","VAE22","cg14898232",0.631251768851975
"cg05304979","VAE22","cg05304979",-0.631003669184988
"cg10028434","VAE22","cg10028434",0.63091450242137
"cg12049875","VAE22","cg12049875",0.630883161240417
"cg07695566","VAE22","cg07695566",0.630805980181613
"cg07986666","VAE22","cg07986666",0.630750204404861
"cg23466769","VAE22","cg23466769",0.630645718645094
"cg07652854","VAE22","cg07652854",0.630204556424029
"cg20627046","VAE22","cg20627046",0.630203000020264
"cg20155875","VAE22","cg20155875",0.63016890058596
"cg03419475","VAE22","cg03419475",0.630132414771726
"cg02285155","VAE22","cg02285155",0.62988194162416
"cg16721418","VAE22","cg16721418",0.629818650958598
"cg17970299","VAE22","cg17970299",0.629796026512315
"cg25542319","VAE22","cg25542319",0.629742742518187
"cg11119767","VAE22","cg11119767",0.629741998595907
"cg16668359","VAE22","cg16668359",-0.629446102593001
"cg15502231","VAE22","cg15502231",0.629319368679741
"cg16210324","VAE22","cg16210324",0.628983463130664
"cg20898283","VAE22","cg20898283",0.628874992488311
"cg02264238","VAE22","cg02264238",0.628862416634932
"cg01176433","VAE22","cg01176433",0.628832242841888
"cg19458020","VAE22","cg19458020",0.62839339300787
"cg19343518","VAE22","cg19343518",0.628371896239435
"cg22771904","VAE22","cg22771904",0.628356242691182
"cg14255981","VAE22","cg14255981",0.628059152487057
"cg06479609","VAE22","cg06479609",0.628025009104808
"cg08549216","VAE22","cg08549216",0.628013143726817
"cg20268689","VAE22","cg20268689",0.627915881607852
"cg19246197","VAE22","cg19246197",0.627745202833124
"cg13928306","VAE22","cg13928306",0.627671103523346
"cg18096987","VAE22","cg18096987",0.627562019149921
"cg27078890","VAE22","cg27078890",0.627332842830815
"cg13667782","VAE22","cg13667782",0.626810263120286
"cg16223976","VAE22","cg16223976",0.626788141937173
"cg02095290","VAE22","cg02095290",0.626636535865158
"cg01215742","VAE22","cg01215742",0.626488457765635
"cg13631075","VAE22","cg13631075",0.626266292243784
"cg10778915","VAE22","cg10778915",0.626227097565845
"cg06633162","VAE22","cg06633162",0.626033142924578
"cg19432033","VAE22","cg19432033",0.625661848006099
"cg04499083","VAE22","cg04499083",0.625641084284496
"cg03776194","VAE22","cg03776194",-0.625596532142435
"cg04977602","VAE22","cg04977602",0.62557239745676
"cg07425824","VAE22","cg07425824",0.625488551675419
"cg24525744","VAE22","cg24525744",0.625390116728125
"cg18695263","VAE22","cg18695263",0.62538046156392
"cg13432945","VAE22","cg13432945",0.625358687459474
"cg01539849","VAE22","cg01539849",0.625291782758867
"cg17335199","VAE22","cg17335199",0.625272846511605
"cg23325384","VAE22","cg23325384",0.625023078595469
"cg22661082","VAE22","cg22661082",0.624839095152506
"cg07294814","VAE22","cg07294814",0.624443865488292
"cg05391884","VAE22","cg05391884",0.624270278922215
"cg06784602","VAE22","cg06784602",0.624211432083065
"cg04153551","VAE22","cg04153551",0.624054130947594
"cg09490523","VAE22","cg09490523",0.623599988733315
"cg04776231","VAE22","cg04776231",0.623520888698463
"cg03997145","VAE22","cg03997145",0.62328519418627
"cg04275947","VAE22","cg04275947",0.62265647337005
"cg19758142","VAE22","cg19758142",0.622591034962551
"cg11525409","VAE22","cg11525409",0.622235780387011
"cg22758493","VAE22","cg22758493",0.622039845695369
"cg27534624","VAE22","cg27534624",0.62187274950794
"cg02053964","VAE22","cg02053964",-0.621749145921785
"cg19450302","VAE22","cg19450302",0.621735143676301
"cg16942644","VAE22","cg16942644",0.621692646764512
"cg12835118","VAE22","cg12835118",-0.621279066551892
"cg13852284","VAE22","cg13852284",0.621103475358383
"cg03354616","VAE22","cg03354616",0.621003576334753
"cg20262021","VAE22","cg20262021",0.620919491915419
"cg21197905","VAE22","cg21197905",0.620875154622224
"cg14558568","VAE22","cg14558568",0.62079289123527
"cg13716026","VAE22","cg13716026",0.620573808658303
"cg23072629","VAE22","cg23072629",0.620461822718809
"cg26221111","VAE22","cg26221111",0.620345786831109
"cg17754510","VAE22","cg17754510",-0.620124354347161
"cg01083652","VAE22","cg01083652",0.620039652984083
"cg08700190","VAE22","cg08700190",0.619800408721541
"cg05625559","VAE22","cg05625559",-0.619610246489461
"cg17913115","VAE22","cg17913115",0.619591116523753
"cg09890339","VAE22","cg09890339",0.619065597193223
"cg15891218","VAE22","cg15891218",0.618889585549162
"cg09955084","VAE22","cg09955084",0.618788764221938
"cg19313221","VAE22","cg19313221",0.618722642148837
"cg12250581","VAE22","cg12250581",0.618608973068041
"cg04984818","VAE22","cg04984818",0.618556012321763
"cg25652454","VAE22","cg25652454",0.618524430721748
"cg02532923","VAE22","cg02532923",0.618434922125329
"cg16365424","VAE22","cg16365424",0.618186680565481
"cg12934258","VAE22","cg12934258",0.618099040146586
"cg24559147","VAE22","cg24559147",0.618078467910148
"cg04089800","VAE22","cg04089800",0.618036751409093
"cg22871947","VAE22","cg22871947",0.617846976157542
"cg12568669","VAE22","cg12568669",0.617779061074656
"cg16689434","VAE22","cg16689434",0.617715487619225
"cg12192749","VAE22","cg12192749",0.617698672082013
"cg20297638","VAE22","cg20297638",0.617625797436041
"cg17091312","VAE22","cg17091312",0.617622422026625
"cg06336535","VAE22","cg06336535",0.61755878952816
"cg14845962","VAE22","cg14845962",0.617478907072278
"cg07247810","VAE22","cg07247810",0.617405187281334
"cg13783191","VAE22","cg13783191",0.617222473429091
"cg25344406","VAE22","cg25344406",0.617085580061699
"cg01244342","VAE22","cg01244342",0.617076252836108
"cg05394800","VAE22","cg05394800",-0.61707013209407
"cg24769398","VAE22","cg24769398",0.616903717567135
"cg23630423","VAE22","cg23630423",0.616793571997887
"cg01360627","VAE22","cg01360627",-0.616788190979799
"cg25535435","VAE22","cg25535435",0.61661345736556
"cg08828193","VAE22","cg08828193",0.616539053909013
"cg02742281","VAE22","cg02742281",0.61652570630557
"cg03297901","VAE22","cg03297901",-0.616432115064416
"cg14776168","VAE22","cg14776168",0.616409844334921
"cg24459792","VAE22","cg24459792",-0.616232319248212
"cg26339162","VAE22","cg26339162",0.616226241422516
"cg03796943","VAE22","cg03796943",0.615874602882403
"cg15173428","VAE22","cg15173428",0.61558700763422
"cg02524112","VAE22","cg02524112",0.615456113702613
"cg14282004","VAE22","cg14282004",0.615215979384854
"cg03595348","VAE22","cg03595348",0.615189948494585
"cg26546884","VAE22","cg26546884",0.615150541969072
"cg19404835","VAE22","cg19404835",0.615014549569696
"cg15736127","VAE22","cg15736127",0.61477862689003
"cg19607165","VAE22","cg19607165",-0.614687944452672
"cg26433640","VAE22","cg26433640",0.614649402182866
"cg05040235","VAE22","cg05040235",0.614413743939515
"cg01548463","VAE22","cg01548463",0.614023187064563
"cg09655403","VAE22","cg09655403",0.614016629979531
"cg16603374","VAE22","cg16603374",0.613983666677948
"cg08856163","VAE22","cg08856163",0.613896356431035
"cg20992002","VAE22","cg20992002",0.613838752144018
"cg07546654","VAE22","cg07546654",0.613791679187395
"cg23975973","VAE22","cg23975973",0.613687148307239
"cg02383368","VAE22","cg02383368",0.613677255494383
"cg20918393","VAE22","cg20918393",0.61360094194467
"cg08822602","VAE22","cg08822602",0.61354900692194
"cg06784824","VAE22","cg06784824",0.613541630728885
"cg27520536","VAE22","cg27520536",0.613321142122661
"cg13491563","VAE22","cg13491563",0.613294357609084
"cg21902772","VAE22","cg21902772",0.613281844249914
"cg24791188","VAE22","cg24791188",0.613255204853973
"cg01916400","VAE22","cg01916400",0.613182764335071
"cg14360663","VAE22","cg14360663",0.612671963923514
"cg16669395","VAE22","cg16669395",0.612148765260228
"cg00220677","VAE22","cg00220677",0.611920428385444
"cg04889043","VAE22","cg04889043",0.611784565971076
"cg11224783","VAE22","cg11224783",0.611661950204088
"cg15481791","VAE22","cg15481791",0.61153985139743
"cg00561854","VAE22","cg00561854",0.611529986351573
"cg21210409","VAE22","cg21210409",0.611076265832708
"cg26039867","VAE22","cg26039867",0.611047098160369
"cg00010932","VAE22","cg00010932",0.610914962673337
"cg14213581","VAE22","cg14213581",0.610829187454137
"cg16711011","VAE22","cg16711011",0.610789926039292
"cg25463742","VAE22","cg25463742",0.610615051778269
"cg01379237","VAE22","cg01379237",0.610557241096346
"cg09450200","VAE22","cg09450200",0.610460234752016
"cg22588983","VAE22","cg22588983",0.610370073754218
"cg07028733","VAE22","cg07028733",0.61036906858885
"cg06833110","VAE22","cg06833110",-0.610228161544461
"cg06840535","VAE22","cg06840535",0.610188887229296
"cg16224163","VAE22","cg16224163",0.609813892438208
"cg18932078","VAE22","cg18932078",0.609797336121231
"cg17242362","VAE22","cg17242362",0.609712348747329
"cg08129017","VAE22","cg08129017",0.609492493191898
"cg15822394","VAE22","cg15822394",0.609257524081609
"cg22391718","VAE22","cg22391718",0.609245164260733
"cg07237089","VAE22","cg07237089",0.609225295053197
"cg18636558","VAE22","cg18636558",0.60914130092932
"cg14742445","VAE22","cg14742445",0.60911379951304
"cg20506745","VAE22","cg20506745",0.609055337411472
"cg07002540","VAE22","cg07002540",0.608903966752368
"cg21049397","VAE22","cg21049397",0.608756545538098
"cg24047124","VAE22","cg24047124",0.608399014227111
"cg03676485","VAE22","cg03676485",0.608315928244037
"cg11784564","VAE22","cg11784564",0.608174073100432
"cg14414873","VAE22","cg14414873",0.608171882455135
"cg22987448","VAE22","cg22987448",0.60804039390122
"cg18632631","VAE22","cg18632631",0.607998089499442
"cg07199257","VAE22","cg07199257",0.607837479680446
"cg07349815","VAE22","cg07349815",0.607725061836695
"cg01144086","VAE22","cg01144086",-0.607529662468118
"cg13446584","VAE22","cg13446584",0.607515331289184
"cg00247571","VAE22","cg00247571",-0.607443036876642
"cg21832243","VAE22","cg21832243",0.607426031040908
"cg17744295","VAE22","cg17744295",0.607279971689342
"cg26286901","VAE22","cg26286901",0.607091097434303
"cg06942111","VAE22","cg06942111",0.606986412751461
"cg24480379","VAE22","cg24480379",0.606926327574617
"cg02244431","VAE22","cg02244431",0.606824934182864
"cg26166717","VAE22","cg26166717",0.606687721829948
"cg25663304","VAE22","cg25663304",-0.606674991148588
"cg02584678","VAE22","cg02584678",0.606519701333817
"cg19021985","VAE22","cg19021985",-0.606185225365124
"cg26150922","VAE22","cg26150922",0.606036929930443
"cg23675587","VAE22","cg23675587",0.606030478300897
"cg07511317","VAE22","cg07511317",0.60600265996868
"cg03709468","VAE22","cg03709468",0.605982249875423
"cg05849772","VAE22","cg05849772",-0.605717568092757
"cg06590662","VAE22","cg06590662",0.605639379653203
"cg17223866","VAE22","cg17223866",0.60542760358218
"cg13464573","VAE22","cg13464573",0.605413775477934
"cg09125300","VAE22","cg09125300",0.605308310384358
"cg02346342","VAE22","cg02346342",0.605113782697508
"cg23850913","VAE22","cg23850913",0.605092749330207
"cg06489037","VAE22","cg06489037",0.604855731180828
"cg05324194","VAE22","cg05324194",-0.604849526592999
"cg04608582","VAE22","cg04608582",0.6047296712983
"cg16206504","VAE22","cg16206504",0.604653271366853
"cg00718036","VAE22","cg00718036",0.604653001755732
"cg04154027","VAE22","cg04154027",0.604621727279242
"cg23811512","VAE22","cg23811512",0.604447440923094
"cg23921031","VAE22","cg23921031",0.604367588465084
"cg05264377","VAE22","cg05264377",0.604294761954079
"cg09565226","VAE22","cg09565226",0.604239044483947
"cg23244761","VAE22","cg23244761",0.604135746481336
"cg26065909","VAE22","cg26065909",0.603873388528918
"cg16364066","VAE22","cg16364066",0.603868901806073
"cg01829342","VAE22","cg01829342",0.603842448462017
"cg18585396","VAE22","cg18585396",0.603614041600162
"cg13313047","VAE22","cg13313047",0.603464303014684
"cg15408020","VAE22","cg15408020",0.603391434581024
"cg18247124","VAE22","cg18247124",0.603214399383508
"cg24590395","VAE22","cg24590395",0.602982531604776
"cg27018944","VAE22","cg27018944",0.602652463012016
"cg26872907","VAE22","cg26872907",0.602593801931564
"cg23279355","VAE22","cg23279355",0.602485197127917
"cg17325318","VAE22","cg17325318",0.602393758795991
"cg11381564","VAE22","cg11381564",-0.602249022910907
"cg23993337","VAE22","cg23993337",0.602159018660247
"cg05628702","VAE22","cg05628702",0.601845789199413
"cg14263391","VAE22","cg14263391",0.601797119948182
"cg00980622","VAE22","cg00980622",0.601765161806141
"cg12883629","VAE22","cg12883629",-0.601739388902892
"cg12403162","VAE22","cg12403162",0.601565641094927
"cg06607519","VAE22","cg06607519",0.601394885936389
"cg23606421","VAE22","cg23606421",0.601389856159041
"cg25432336","VAE22","cg25432336",0.601189200304619
"cg15983538","VAE22","cg15983538",0.601180328775971
"cg11903188","VAE22","cg11903188",0.6009940192558
"cg08732300","VAE22","cg08732300",0.600947685755915
"cg03353445","VAE22","cg03353445",0.600935501350099
"cg24987590","VAE22","cg24987590",0.600721843918672
"cg19463193","VAE22","cg19463193",0.600721786520576
"cg14487111","VAE22","cg14487111",0.600717289479323
"cg05092362","VAE22","cg05092362",0.600675283711251
"cg15254671","VAE22","cg15254671",0.600394786355909
"cg11818555","VAE22","cg11818555",0.600301084181139
"cg04492847","VAE22","cg04492847",0.600238130187987
"cg08476055","VAE22","cg08476055",0.600181231150834
"cg14010405","VAE22","cg14010405",0.600144049739171
"cg01654627","VAE22","cg01654627",0.600004739973249
"cg24452128","VAE22","cg24452128",-0.599917227551253
"cg17756860","VAE22","cg17756860",0.59964622831101
"cg00061185","VAE22","cg00061185",0.599634693708355
"cg17349632","VAE22","cg17349632",0.59959483955484
"cg22396959","VAE22","cg22396959",0.599542571384687
"cg02152351","VAE22","cg02152351",0.59947606974718
"cg01576142","VAE22","cg01576142",0.599423413630051
"cg07684775","VAE22","cg07684775",0.599110043247128
"cg17868307","VAE22","cg17868307",0.599013737658447
"cg08169341","VAE22","cg08169341",0.599003939635679
"cg21807034","VAE22","cg21807034",0.598962246674107
"cg00611789","VAE22","cg00611789",0.598824226843285
"cg05593669","VAE22","cg05593669",0.598804496320572
"cg25341653","VAE22","cg25341653",0.598775950056863
"cg19233405","VAE22","cg19233405",-0.598413317052565
"cg17039369","VAE22","cg17039369",-0.598239721776428
"cg11587635","VAE22","cg11587635",0.598214596101112
"cg11498607","VAE22","cg11498607",-0.598177200882634
"cg14519997","VAE22","cg14519997",0.597904204171253
"cg21778193","VAE22","cg21778193",0.597761790183819
"cg07997333","VAE22","cg07997333",0.597697939360071
"cg00713286","VAE22","cg00713286",0.597548080186533
"cg00600617","VAE22","cg00600617",0.597400481289198
"cg04340595","VAE22","cg04340595",-0.597370721523349
"cg06635946","VAE22","cg06635946",0.597362323082811
"cg25140783","VAE22","cg25140783",-0.597353493477068
"cg04989070","VAE22","cg04989070",0.597319575596648
"cg20124223","VAE22","cg20124223",0.597281831132724
"cg21197796","VAE22","cg21197796",0.597213374277097
"cg26019472","VAE22","cg26019472",0.59719820464035
"cg24798010","VAE22","cg24798010",0.597124800883624
"cg05141014","VAE22","cg05141014",0.597085548158605
"cg03150042","VAE22","cg03150042",-0.597018008119382
"cg18128887","VAE22","cg18128887",-0.596977825678609
"cg06146977","VAE22","cg06146977",0.596922777698321
"cg21211730","VAE22","cg21211730",0.596871702718134
"cg23843705","VAE22","cg23843705",-0.596727262235586
"cg15794034","VAE22","cg15794034",-0.596663088926395
"cg03603260","VAE22","cg03603260",0.596614706685645
"cg04290171","VAE22","cg04290171",0.596499977594696
"cg02902948","VAE22","cg02902948",0.596498647038247
"cg20477160","VAE22","cg20477160",0.596484141718075
"cg26929573","VAE22","cg26929573",0.596418916149868
"cg01556275","VAE22","cg01556275",0.596249850806308
"cg19784428","VAE22","cg19784428",0.596222355839703
"cg09418000","VAE22","cg09418000",0.596170003823769
"cg03909356","VAE22","cg03909356",0.596099695911277
"cg14754555","VAE22","cg14754555",0.596044473789751
"cg05021312","VAE22","cg05021312",0.595940200582797
"cg18912520","VAE22","cg18912520",-0.595920027301215
"cg24051554","VAE22","cg24051554",-0.59581773414424
"cg15792134","VAE22","cg15792134",0.59578242992436
"cg09734418","VAE22","cg09734418",0.595714564579066
"cg19733736","VAE22","cg19733736",0.595708142562092
"cg16932304","VAE22","cg16932304",0.595415591731643
"cg08411235","VAE22","cg08411235",0.595408490638931
"cg05447102","VAE22","cg05447102",0.595335835044562
"cg19794481","VAE22","cg19794481",0.595093650689379
"cg07587639","VAE22","cg07587639",0.595048089222352
"cg00759807","VAE22","cg00759807",-0.595011416367529
"cg02152417","VAE22","cg02152417",0.594774840963536
"cg26178184","VAE22","cg26178184",0.594668816055295
"cg22413603","VAE22","cg22413603",0.594396027030541
"cg05989861","VAE22","cg05989861",0.594378634079988
"cg17738861","VAE22","cg17738861",0.59433830339309
"cg03605365","VAE22","cg03605365",0.594318125583294
"cg27535302","VAE22","cg27535302",0.594311688807147
"cg07896068","VAE22","cg07896068",0.594035474652454
"cg00909094","VAE22","cg00909094",0.593885128886131
"cg27175112","VAE22","cg27175112",0.593883690608497
"cg26557270","VAE22","cg26557270",0.593859491426067
"cg11345955","VAE22","cg11345955",0.59382010744003
"cg05905309","VAE22","cg05905309",0.593688566308245
"cg26773791","VAE22","cg26773791",0.593651218151549
"cg02469838","VAE22","cg02469838",-0.59363466218824
"cg24570064","VAE22","cg24570064",0.593342775674366
"cg08745451","VAE22","cg08745451",0.593289082125931
"cg13521941","VAE22","cg13521941",0.593245978944646
"cg10531918","VAE22","cg10531918",0.593241077191276
"cg06186245","VAE22","cg06186245",0.593126834089361
"cg17525495","VAE22","cg17525495",0.593120984233694
"cg00551143","VAE22","cg00551143",0.593119224428484
"cg05618401","VAE22","cg05618401",0.593054597723899
"cg13310292","VAE22","cg13310292",0.593013771278061
"cg11724602","VAE22","cg11724602",0.593002446603915
"cg22442557","VAE22","cg22442557",0.592996383908947
"cg03434907","VAE22","cg03434907",0.592731862412167
"cg08422803","VAE22","cg08422803",-0.592558095133606
"cg17187521","VAE22","cg17187521",0.592512760486173
"cg14391907","VAE22","cg14391907",0.592457229735355
