"","nodeLabel","CpG","correlations"
"cg19610126","VAE93","cg19610126",-0.566183668713128
"cg01671895","VAE93","cg01671895",-0.566146359497291
"cg16580073","VAE93","cg16580073",-0.565944273143804
"cg18771659","VAE93","cg18771659",-0.565902686427842
"cg13243674","VAE93","cg13243674",-0.565802526324217
"cg25628701","VAE93","cg25628701",-0.565699297745834
"cg10447035","VAE93","cg10447035",-0.56557898621867
"cg09804711","VAE93","cg09804711",-0.56546216906333
"cg14422903","VAE93","cg14422903",-0.565081528135329
"cg03763508","VAE93","cg03763508",-0.564753995321954
"cg02093176","VAE93","cg02093176",-0.564667685067963
"cg24663541","VAE93","cg24663541",-0.564640184769202
"cg12633764","VAE93","cg12633764",-0.564589766073368
"cg17016847","VAE93","cg17016847",-0.564523230837728
"cg03673094","VAE93","cg03673094",-0.564477531253143
"cg04882222","VAE93","cg04882222",-0.564062114178347
"cg00238899","VAE93","cg00238899",-0.564048644073524
"cg03380744","VAE93","cg03380744",-0.563987062145241
"cg22509205","VAE93","cg22509205",-0.563873680630909
"cg01791000","VAE93","cg01791000",-0.56371452024057
"cg03222483","VAE93","cg03222483",-0.563690641218825
"cg20384941","VAE93","cg20384941",-0.563566719541929
"cg04003690","VAE93","cg04003690",-0.563507526672291
"cg14420108","VAE93","cg14420108",0.563203794235439
"cg22193013","VAE93","cg22193013",-0.563198264210726
"cg05586800","VAE93","cg05586800",-0.563167529623688
"cg22291189","VAE93","cg22291189",-0.563053033391182
"cg25550425","VAE93","cg25550425",-0.562942312731317
"cg03953828","VAE93","cg03953828",-0.562652194963299
"cg09169531","VAE93","cg09169531",-0.562328209963515
"cg19303898","VAE93","cg19303898",-0.562118208415344
"cg16700265","VAE93","cg16700265",-0.561805555590437
"cg16911220","VAE93","cg16911220",-0.561762520090132
"cg19602452","VAE93","cg19602452",-0.561696312317191
"cg17469471","VAE93","cg17469471",-0.561387284348998
"cg18256432","VAE93","cg18256432",-0.5613188901556
"cg27111250","VAE93","cg27111250",-0.561312881521239
"cg05369547","VAE93","cg05369547",-0.560970484943417
"cg14219918","VAE93","cg14219918",-0.560907882317779
"cg07855121","VAE93","cg07855121",-0.560754219811897
"cg10631530","VAE93","cg10631530",-0.560460439679609
"cg26797894","VAE93","cg26797894",-0.560413993393014
"cg14757312","VAE93","cg14757312",-0.560206524235655
"cg27434984","VAE93","cg27434984",-0.559880064451543
"cg21184711","VAE93","cg21184711",0.559875792044538
"cg18022224","VAE93","cg18022224",-0.559718661498044
"cg03712965","VAE93","cg03712965",-0.559698101009203
"cg16413763","VAE93","cg16413763",0.559623787010893
"cg21520462","VAE93","cg21520462",-0.559425649786692
"cg27558693","VAE93","cg27558693",0.559344015417424
"cg08273063","VAE93","cg08273063",-0.559296286216099
"cg02890044","VAE93","cg02890044",-0.559207413975571
"cg06115679","VAE93","cg06115679",-0.558741153270735
"cg22167065","VAE93","cg22167065",-0.558650336514403
"cg25806743","VAE93","cg25806743",-0.558639356798044
"cg00274965","VAE93","cg00274965",-0.558562080045572
"cg13512394","VAE93","cg13512394",-0.558531750169204
"cg13451548","VAE93","cg13451548",-0.558011457278617
"cg12529671","VAE93","cg12529671",-0.557977703422349
"cg12098441","VAE93","cg12098441",0.55793097437278
"cg12916671","VAE93","cg12916671",-0.557845623472112
"cg01899805","VAE93","cg01899805",-0.55770823380943
"cg14763548","VAE93","cg14763548",-0.557669237612954
"cg12497142","VAE93","cg12497142",-0.557545261904185
"cg08876274","VAE93","cg08876274",-0.557536622668607
"cg23225103","VAE93","cg23225103",-0.557304234884384
"cg19537558","VAE93","cg19537558",-0.557246428688499
"cg26025557","VAE93","cg26025557",-0.557245719125444
"cg24323548","VAE93","cg24323548",-0.557196260603753
"cg00981060","VAE93","cg00981060",-0.55695874164389
"cg06873590","VAE93","cg06873590",-0.55684292528719
"cg25791868","VAE93","cg25791868",-0.556232138484331
"cg08192143","VAE93","cg08192143",-0.556155969898021
"cg13555519","VAE93","cg13555519",-0.556087537393805
"cg18497238","VAE93","cg18497238",-0.556078959727505
"cg06658615","VAE93","cg06658615",-0.555939925264294
"cg19317517","VAE93","cg19317517",-0.555881103444053
"cg20362060","VAE93","cg20362060",-0.55582418186339
"cg26691200","VAE93","cg26691200",-0.555731686077335
"cg14740657","VAE93","cg14740657",-0.555575433936051
"cg22451356","VAE93","cg22451356",-0.555499613166388
"cg12053004","VAE93","cg12053004",-0.555278339451
"cg24459941","VAE93","cg24459941",-0.555175315891506
"cg17866404","VAE93","cg17866404",-0.555094110248986
"cg18030265","VAE93","cg18030265",-0.555026143083189
"cg20920419","VAE93","cg20920419",-0.554971856924581
"cg11090364","VAE93","cg11090364",-0.554720046412702
"cg01641514","VAE93","cg01641514",-0.554621635566537
"cg13446420","VAE93","cg13446420",-0.554595842292697
"cg06512263","VAE93","cg06512263",0.554461658157275
"cg26694831","VAE93","cg26694831",-0.554347747545774
"cg02303399","VAE93","cg02303399",-0.55401213404077
"cg01061980","VAE93","cg01061980",-0.553893122471889
"cg07826859","VAE93","cg07826859",0.553760371145043
"cg00454305","VAE93","cg00454305",0.553725059146204
"cg04865113","VAE93","cg04865113",0.553675676453038
"cg07821374","VAE93","cg07821374",-0.553632727160666
"cg08622369","VAE93","cg08622369",-0.553578972917868
"cg13240116","VAE93","cg13240116",-0.55357239740447
"cg18702278","VAE93","cg18702278",-0.553565873828413
"cg03997992","VAE93","cg03997992",-0.553565214868675
"cg21900624","VAE93","cg21900624",-0.553376534760797
"cg27422507","VAE93","cg27422507",0.553318168823007
"cg00813560","VAE93","cg00813560",-0.553317491177799
"cg12116851","VAE93","cg12116851",-0.553217689440663
"cg26562921","VAE93","cg26562921",0.553062892428072
"cg21140628","VAE93","cg21140628",-0.553054967371539
"cg02716128","VAE93","cg02716128",-0.552801434558864
"cg00543474","VAE93","cg00543474",0.552769376675209
"cg11740927","VAE93","cg11740927",-0.552556255935628
"cg22729539","VAE93","cg22729539",0.552548364575717
"cg23104592","VAE93","cg23104592",0.552476607373851
"cg07982825","VAE93","cg07982825",-0.552417943299263
"cg08042258","VAE93","cg08042258",-0.552411929939383
"cg21472737","VAE93","cg21472737",-0.552357728534916
"cg01076387","VAE93","cg01076387",-0.552231362121781
"cg21641458","VAE93","cg21641458",-0.552121218862028
"cg03126561","VAE93","cg03126561",0.552113532138159
"cg06962684","VAE93","cg06962684",-0.55207747535773
"cg13532463","VAE93","cg13532463",-0.551964412076426
"cg21607137","VAE93","cg21607137",-0.551959227198366
"cg26658272","VAE93","cg26658272",-0.551833306450041
"cg12385811","VAE93","cg12385811",-0.551830906112876
"cg14197071","VAE93","cg14197071",-0.55174593454187
"cg00797104","VAE93","cg00797104",-0.551710438018398
"cg17590805","VAE93","cg17590805",-0.551604062519306
"cg07206712","VAE93","cg07206712",-0.551541827102942
"cg27031099","VAE93","cg27031099",0.5513543592313
"cg01434562","VAE93","cg01434562",0.551350715479221
"cg09343092","VAE93","cg09343092",-0.551344623633399
"cg17674726","VAE93","cg17674726",-0.551213685686316
"cg22142254","VAE93","cg22142254",-0.551152231885848
"cg01213573","VAE93","cg01213573",-0.551147529841367
"cg05664317","VAE93","cg05664317",-0.551108582628784
"cg27198338","VAE93","cg27198338",-0.551095889052301
"cg12479933","VAE93","cg12479933",-0.551086792270643
"cg18083114","VAE93","cg18083114",-0.551068814972494
"cg24591969","VAE93","cg24591969",-0.551039282949514
"cg22681721","VAE93","cg22681721",-0.550936112601709
"cg14613508","VAE93","cg14613508",-0.550691001860751
"cg14825676","VAE93","cg14825676",-0.550509593883997
"cg12322852","VAE93","cg12322852",-0.550308620914943
"cg03802272","VAE93","cg03802272",-0.550222778407775
"cg09105683","VAE93","cg09105683",-0.550035642695956
"cg01314544","VAE93","cg01314544",-0.549971206511947
"cg07028598","VAE93","cg07028598",-0.549952212024783
"cg15975283","VAE93","cg15975283",-0.549890160696023
"cg00495136","VAE93","cg00495136",-0.549787757338252
"cg03974490","VAE93","cg03974490",-0.549516945889985
"cg22166739","VAE93","cg22166739",0.549504292724165
"cg14758105","VAE93","cg14758105",-0.549501369865554
"cg00998372","VAE93","cg00998372",-0.549317458401238
"cg00129785","VAE93","cg00129785",-0.549292994162942
"cg03060036","VAE93","cg03060036",-0.549184319709314
"cg06525193","VAE93","cg06525193",-0.549088878143957
"cg06144905","VAE93","cg06144905",0.549032698007305
"cg09672025","VAE93","cg09672025",-0.549023718095585
"cg20511815","VAE93","cg20511815",0.549021468059893
"cg26153688","VAE93","cg26153688",-0.54898921699017
"cg21880079","VAE93","cg21880079",-0.548984971544538
"cg07378490","VAE93","cg07378490",-0.548829617985184
"cg11267802","VAE93","cg11267802",-0.548696424308601
"cg11835657","VAE93","cg11835657",-0.54851459436103
"cg22246344","VAE93","cg22246344",-0.548362108432347
"cg26545040","VAE93","cg26545040",-0.548348400796985
"cg01766957","VAE93","cg01766957",-0.548322111943425
"cg17144305","VAE93","cg17144305",-0.548218799566687
"cg13893707","VAE93","cg13893707",-0.54817389725238
"cg25699727","VAE93","cg25699727",-0.548162139388755
"cg26429956","VAE93","cg26429956",-0.548134735218315
"cg02425372","VAE93","cg02425372",-0.547956084491943
"cg25102759","VAE93","cg25102759",-0.547953823805744
"cg11912315","VAE93","cg11912315",-0.54785703875317
"cg13652991","VAE93","cg13652991",-0.547711995733476
"cg23922454","VAE93","cg23922454",-0.547545380313686
"cg19684373","VAE93","cg19684373",-0.547427113700316
"cg09902062","VAE93","cg09902062",-0.547391450754559
"cg20065217","VAE93","cg20065217",0.547374077853007
"cg21181092","VAE93","cg21181092",-0.547353980993421
"cg09505145","VAE93","cg09505145",-0.547343512128863
"cg22677498","VAE93","cg22677498",-0.547290694351814
"cg03274800","VAE93","cg03274800",-0.547264741093283
"cg19463531","VAE93","cg19463531",-0.547107534454569
"cg23005481","VAE93","cg23005481",-0.547003612374186
"cg11895835","VAE93","cg11895835",0.546999678057092
"cg04858834","VAE93","cg04858834",-0.546994043935292
"cg25597843","VAE93","cg25597843",-0.546968213306772
"cg13442969","VAE93","cg13442969",0.546772739498722
"cg26582733","VAE93","cg26582733",-0.546716681092213
"cg14270346","VAE93","cg14270346",0.546714239678125
"cg02593924","VAE93","cg02593924",-0.546666562105486
"cg05955251","VAE93","cg05955251",-0.546652182338634
"cg08464954","VAE93","cg08464954",-0.546443741268577
"cg16694785","VAE93","cg16694785",-0.546438583746619
"cg16269943","VAE93","cg16269943",-0.546232167765258
"cg18124488","VAE93","cg18124488",-0.546218509044648
"cg08649286","VAE93","cg08649286",-0.546200858342422
"cg09135754","VAE93","cg09135754",-0.546185658590018
"cg13874287","VAE93","cg13874287",-0.545975729178246
"cg04092747","VAE93","cg04092747",-0.545906850441935
"cg05865769","VAE93","cg05865769",-0.545835265929957
"cg19589427","VAE93","cg19589427",-0.545808927733137
"cg00223046","VAE93","cg00223046",-0.545727407412437
"cg04909420","VAE93","cg04909420",-0.5457038036142
"cg23615741","VAE93","cg23615741",-0.545642970766829
"cg09686333","VAE93","cg09686333",-0.545611873161966
"cg11061434","VAE93","cg11061434",-0.545608010588013
"cg21698294","VAE93","cg21698294",-0.545576099250833
"cg27600813","VAE93","cg27600813",-0.545526290544239
"cg06093039","VAE93","cg06093039",-0.545473540425226
"cg19833674","VAE93","cg19833674",-0.545454804027174
"cg03607573","VAE93","cg03607573",0.545315813719731
"cg22081371","VAE93","cg22081371",0.545202480180709
"cg09319475","VAE93","cg09319475",-0.54495021700657
"cg06520814","VAE93","cg06520814",-0.544918922265967
"cg22391205","VAE93","cg22391205",-0.544453704859419
"cg25880365","VAE93","cg25880365",-0.544319555255534
"cg10290988","VAE93","cg10290988",-0.544214535576409
"cg13707358","VAE93","cg13707358",-0.544213660372978
"cg10658666","VAE93","cg10658666",0.544143342222668
"cg15468564","VAE93","cg15468564",-0.544058365815389
"cg07163168","VAE93","cg07163168",-0.543918224007461
"cg11909137","VAE93","cg11909137",0.543735527460494
"cg07622245","VAE93","cg07622245",-0.54368995066243
"cg14616345","VAE93","cg14616345",-0.543684803909578
"cg05347613","VAE93","cg05347613",-0.543620733081898
"cg16523655","VAE93","cg16523655",-0.543392403695679
"cg00572560","VAE93","cg00572560",0.543371732588683
"cg18034343","VAE93","cg18034343",-0.543280286434726
"cg12292630","VAE93","cg12292630",-0.543268563830438
"cg10997906","VAE93","cg10997906",-0.543226197048404
"cg23199335","VAE93","cg23199335",0.543224807680059
"cg23374885","VAE93","cg23374885",-0.543169282249412
"cg17822807","VAE93","cg17822807",-0.543093859875866
"cg02039485","VAE93","cg02039485",0.543072023919639
"cg03401875","VAE93","cg03401875",-0.542971088049223
"cg03847535","VAE93","cg03847535",-0.542938566894634
"cg20258779","VAE93","cg20258779",-0.542800596007758
"cg14616824","VAE93","cg14616824",-0.542475868469402
"cg26948596","VAE93","cg26948596",-0.542474058214737
"cg17106415","VAE93","cg17106415",-0.542439825458816
"cg22043381","VAE93","cg22043381",0.542389245954685
"cg16401608","VAE93","cg16401608",-0.542362793521243
"cg07906299","VAE93","cg07906299",-0.542338486395825
"cg14267645","VAE93","cg14267645",-0.542172993262147
"cg00850505","VAE93","cg00850505",-0.542064370665634
"cg10774440","VAE93","cg10774440",-0.54202186407807
"cg23414595","VAE93","cg23414595",0.541995360306862
"cg04208434","VAE93","cg04208434",0.54189244685446
"cg20899213","VAE93","cg20899213",-0.541854716616162
"cg04103410","VAE93","cg04103410",-0.541827595564138
"cg11939496","VAE93","cg11939496",-0.541779646326663
"cg10322573","VAE93","cg10322573",-0.54169760807271
"cg02611085","VAE93","cg02611085",-0.541585530043209
"cg18263455","VAE93","cg18263455",-0.541552619380525
"cg23253991","VAE93","cg23253991",-0.541496067031758
"cg07361385","VAE93","cg07361385",-0.541487116861139
"cg11319403","VAE93","cg11319403",-0.541101128105473
"cg12417539","VAE93","cg12417539",-0.540927834833832
"cg22874188","VAE93","cg22874188",-0.540808140648399
"cg04453352","VAE93","cg04453352",0.540672327500813
"cg23953027","VAE93","cg23953027",-0.540531950969564
"cg07495027","VAE93","cg07495027",-0.540530291425471
"cg06830348","VAE93","cg06830348",-0.54047662961437
"cg11909340","VAE93","cg11909340",-0.540472805646723
"cg02068388","VAE93","cg02068388",-0.540471675125354
"cg02464665","VAE93","cg02464665",-0.540459958719749
"cg01555052","VAE93","cg01555052",-0.540398237758973
"cg05480377","VAE93","cg05480377",-0.540313813809962
"cg08462372","VAE93","cg08462372",-0.540240102999073
"cg14816087","VAE93","cg14816087",-0.540224286387197
"cg25951430","VAE93","cg25951430",0.540222029534556
"cg06731886","VAE93","cg06731886",-0.540190721118273
"cg12893852","VAE93","cg12893852",-0.540187218112793
"cg25730791","VAE93","cg25730791",-0.540171156029113
"cg26823144","VAE93","cg26823144",-0.540101980282313
"cg19769613","VAE93","cg19769613",-0.53998952912248
"cg01199807","VAE93","cg01199807",-0.539950272026607
"cg18669186","VAE93","cg18669186",-0.539937843590538
"cg22499297","VAE93","cg22499297",0.539919203141383
"cg19788202","VAE93","cg19788202",-0.539869933100393
"cg10103266","VAE93","cg10103266",-0.539843096016842
"cg09641248","VAE93","cg09641248",-0.539775844374884
"cg11308170","VAE93","cg11308170",0.539671325335366
"cg15917438","VAE93","cg15917438",-0.539595379461852
"cg15361697","VAE93","cg15361697",-0.539591479203226
"cg20432384","VAE93","cg20432384",-0.539584040023353
"cg22225577","VAE93","cg22225577",-0.539577518723216
"cg22720215","VAE93","cg22720215",-0.539377540791148
"cg25850845","VAE93","cg25850845",-0.539342001981536
"cg15039603","VAE93","cg15039603",-0.539304571437985
"cg07185695","VAE93","cg07185695",0.539292730810169
"cg14256699","VAE93","cg14256699",-0.53927493877423
"cg08903619","VAE93","cg08903619",-0.539185492280654
"cg12596273","VAE93","cg12596273",0.539083427945166
"cg04147940","VAE93","cg04147940",0.539022773333332
"cg11947712","VAE93","cg11947712",0.539013166070295
"cg05827312","VAE93","cg05827312",-0.539000701280659
"cg10198171","VAE93","cg10198171",-0.538983909518004
"cg11629812","VAE93","cg11629812",-0.538941268176831
"cg21019662","VAE93","cg21019662",-0.538882532519157
"cg27649971","VAE93","cg27649971",0.538827026028689
"cg26500033","VAE93","cg26500033",-0.538744711304368
"cg15614268","VAE93","cg15614268",-0.538730791779397
"cg22881652","VAE93","cg22881652",-0.538643663673733
"cg01472139","VAE93","cg01472139",-0.538641148249625
"cg18043773","VAE93","cg18043773",-0.538616055789145
