"","nodeLabel","CpG","correlations"
"cg27018944","VAE37","cg27018944",0.552461003432104
"cg15840985","VAE37","cg15840985",0.55224387680198
"cg07532353","VAE37","cg07532353",0.552228034658723
"cg24525744","VAE37","cg24525744",0.552154371563078
"cg04044188","VAE37","cg04044188",0.552136688996522
"cg10132287","VAE37","cg10132287",0.551628224438103
"cg22413603","VAE37","cg22413603",0.551441757525799
"cg03561416","VAE37","cg03561416",0.55070770234666
"cg26352161","VAE37","cg26352161",0.55055314900848
"cg02264238","VAE37","cg02264238",0.550209855333846
"cg20291423","VAE37","cg20291423",0.549676358189164
"cg14898892","VAE37","cg14898892",0.549562911766737
"cg22158648","VAE37","cg22158648",0.549259760252605
"cg00944421","VAE37","cg00944421",0.549246132599478
"cg07511317","VAE37","cg07511317",0.548982081406322
"cg01319323","VAE37","cg01319323",0.547932203281042
"cg21549695","VAE37","cg21549695",0.547267823672913
"cg13808071","VAE37","cg13808071",0.546866732517734
"cg22593953","VAE37","cg22593953",0.546468584067527
"cg04362790","VAE37","cg04362790",-0.54639599803657
"cg24150385","VAE37","cg24150385",0.546225530714112
"cg16419724","VAE37","cg16419724",0.545942882675669
"cg14329275","VAE37","cg14329275",0.545815339409864
"cg00012698","VAE37","cg00012698",0.545802096377972
"cg01919011","VAE37","cg01919011",0.545396206846589
"cg16525762","VAE37","cg16525762",0.545290906944907
"cg03517918","VAE37","cg03517918",0.545264477166191
"cg23337031","VAE37","cg23337031",0.545059885300346
"cg25049844","VAE37","cg25049844",0.544878180426007
"cg16862361","VAE37","cg16862361",0.544782930209669
"cg27065717","VAE37","cg27065717",0.54477832237774
"cg02553808","VAE37","cg02553808",0.544663428655295
"cg15071463","VAE37","cg15071463",0.544143869614632
"cg00249032","VAE37","cg00249032",0.54359937061265
"cg21304163","VAE37","cg21304163",0.543504562186634
"cg09418000","VAE37","cg09418000",0.543122365529339
"cg25588740","VAE37","cg25588740",0.543068564354608
"cg24148304","VAE37","cg24148304",0.542884462924224
"cg27285599","VAE37","cg27285599",0.542431628845167
"cg21473814","VAE37","cg21473814",0.542302297479569
"cg04984818","VAE37","cg04984818",0.542104013140682
"cg14692453","VAE37","cg14692453",0.541903923291829
"cg00130342","VAE37","cg00130342",-0.541880478727218
"cg15479752","VAE37","cg15479752",0.541838980720524
"cg03854913","VAE37","cg03854913",0.541492459104389
"cg15857470","VAE37","cg15857470",0.541466309003065
"cg14906909","VAE37","cg14906909",0.541334566423799
"cg26345142","VAE37","cg26345142",0.541022485655628
"cg16055106","VAE37","cg16055106",0.540744207849024
"cg22740634","VAE37","cg22740634",0.54016709963549
"cg13704497","VAE37","cg13704497",0.539899455462716
"cg08411235","VAE37","cg08411235",0.539701711734746
"cg26695784","VAE37","cg26695784",0.539634879734692
"cg00713286","VAE37","cg00713286",0.539578259902317
"cg27039118","VAE37","cg27039118",0.539436652914427
"cg21498785","VAE37","cg21498785",0.539420871150513
"cg21398469","VAE37","cg21398469",0.538980694954461
"cg24702147","VAE37","cg24702147",0.53866273701119
"cg03313075","VAE37","cg03313075",0.538641718307228
"cg16269733","VAE37","cg16269733",-0.538586443436929
"cg26767081","VAE37","cg26767081",-0.538304861167838
"cg17756860","VAE37","cg17756860",0.538214892437404
"cg02733081","VAE37","cg02733081",0.538144932206784
"cg07152812","VAE37","cg07152812",0.53789144453702
"cg18585396","VAE37","cg18585396",0.537698678283671
"cg01260308","VAE37","cg01260308",0.537353838235993
"cg06590662","VAE37","cg06590662",0.537337524393784
"cg18737081","VAE37","cg18737081",0.537270059227793
"cg13329862","VAE37","cg13329862",0.537135066999959
"cg17246606","VAE37","cg17246606",0.536877666881573
"cg10362613","VAE37","cg10362613",0.536542154448539
"cg17826530","VAE37","cg17826530",0.536506655901254
"cg19412964","VAE37","cg19412964",0.536377857488407
"cg05617551","VAE37","cg05617551",0.536346772948009
"cg09596614","VAE37","cg09596614",0.536305356181078
"cg23314826","VAE37","cg23314826",0.535981280322448
"cg17754510","VAE37","cg17754510",-0.535793629964008
"cg14653284","VAE37","cg14653284",0.534905300245692
"cg23320965","VAE37","cg23320965",0.534864198005634
"cg00063909","VAE37","cg00063909",0.534634917417972
"cg11049863","VAE37","cg11049863",0.534328432384038
"cg01855070","VAE37","cg01855070",0.534293294147183
"cg13430173","VAE37","cg13430173",0.534238386894597
"cg13065504","VAE37","cg13065504",0.534153784086336
"cg02095290","VAE37","cg02095290",0.533820873139144
"cg02624246","VAE37","cg02624246",0.533800110908943
"cg23993337","VAE37","cg23993337",0.533646707046262
"cg15983182","VAE37","cg15983182",0.533584014683212
"cg04001668","VAE37","cg04001668",0.533526724364557
"cg07733247","VAE37","cg07733247",0.533373296209046
"cg10531918","VAE37","cg10531918",0.533371147687792
"cg09929567","VAE37","cg09929567",0.533133702757013
"cg18695263","VAE37","cg18695263",0.532430807376338
"cg03018001","VAE37","cg03018001",0.532350883629216
"cg21169762","VAE37","cg21169762",0.531916307896588
"cg26433640","VAE37","cg26433640",0.531861729565026
"cg12380772","VAE37","cg12380772",0.531803050251062
"cg23875758","VAE37","cg23875758",0.53173699021316
"cg19186105","VAE37","cg19186105",0.531568605177142
"cg23336810","VAE37","cg23336810",0.531464533892552
"cg05473387","VAE37","cg05473387",0.53087769111492
"cg06374748","VAE37","cg06374748",0.530736192911544
"cg10096100","VAE37","cg10096100",0.530628206820785
"cg03840849","VAE37","cg03840849",0.530455665124839
"cg17920195","VAE37","cg17920195",0.530405885171931
"cg21945260","VAE37","cg21945260",0.530351175482075
"cg19026320","VAE37","cg19026320",0.530021395741006
"cg27243623","VAE37","cg27243623",0.529974511583765
"cg07259418","VAE37","cg07259418",0.529898088358946
"cg19344626","VAE37","cg19344626",0.529843214015415
"cg07906745","VAE37","cg07906745",0.529824078546051
"cg11375112","VAE37","cg11375112",0.529787371786639
"cg17976205","VAE37","cg17976205",0.529698537951106
"cg23613317","VAE37","cg23613317",0.529536828078558
"cg00095431","VAE37","cg00095431",0.529157787565294
"cg00480115","VAE37","cg00480115",0.52899655495109
"cg21201572","VAE37","cg21201572",0.528571733987418
"cg17898069","VAE37","cg17898069",0.528358484318656
"cg15982299","VAE37","cg15982299",0.528223551642702
"cg00500789","VAE37","cg00500789",0.528118374280257
"cg17881208","VAE37","cg17881208",-0.528023896528082
"cg06607519","VAE37","cg06607519",0.527900741369598
"cg19615684","VAE37","cg19615684",0.527568631863826
"cg21038780","VAE37","cg21038780",0.527396544852669
"cg11062417","VAE37","cg11062417",0.527373332491054
"cg24452128","VAE37","cg24452128",-0.527340883016267
"cg09701233","VAE37","cg09701233",0.527310432015679
"cg21287519","VAE37","cg21287519",0.527091267364197
"cg10773972","VAE37","cg10773972",0.526962794647538
"cg09243900","VAE37","cg09243900",0.526937325834381
"cg07072391","VAE37","cg07072391",0.526845511698117
"cg19758142","VAE37","cg19758142",0.526833766430255
"cg16954165","VAE37","cg16954165",0.526813248406697
"cg16700163","VAE37","cg16700163",-0.52667432675858
"cg02742281","VAE37","cg02742281",0.526595135012887
"cg22689016","VAE37","cg22689016",0.526546802957734
"cg19215110","VAE37","cg19215110",0.526455729657604
"cg12108912","VAE37","cg12108912",0.526381761952749
"cg17781464","VAE37","cg17781464",0.526091607537852
"cg00861695","VAE37","cg00861695",0.52606902246964
"cg27436259","VAE37","cg27436259",0.526016765934161
"cg23350812","VAE37","cg23350812",0.525715414621082
"cg21771679","VAE37","cg21771679",0.525647664851108
"cg23505299","VAE37","cg23505299",-0.525562763660342
"cg13874780","VAE37","cg13874780",-0.525457263826219
"cg27381488","VAE37","cg27381488",-0.52544642232841
"cg18089519","VAE37","cg18089519",0.524941629234919
"cg10824810","VAE37","cg10824810",0.524859036942504
"cg12510724","VAE37","cg12510724",0.524801366953699
"cg04482712","VAE37","cg04482712",0.524715695056986
"cg21865657","VAE37","cg21865657",0.524686950777499
"cg00832105","VAE37","cg00832105",0.524572460432813
"cg11134334","VAE37","cg11134334",0.524415554542835
"cg17657898","VAE37","cg17657898",0.524198144982721
"cg07052568","VAE37","cg07052568",0.524193898030717
"cg08775835","VAE37","cg08775835",0.523365400569953
"cg18906596","VAE37","cg18906596",0.523323010824156
"cg04290171","VAE37","cg04290171",0.523304118895844
"cg08761535","VAE37","cg08761535",0.523169910945667
"cg03909356","VAE37","cg03909356",0.522772213074818
"cg14537183","VAE37","cg14537183",0.522594507910099
"cg25462751","VAE37","cg25462751",0.521649182883716
"cg06477069","VAE37","cg06477069",0.521497166510064
"cg21550442","VAE37","cg21550442",0.520510283861347
"cg08244581","VAE37","cg08244581",0.520488968483442
"cg24003832","VAE37","cg24003832",-0.520365885107635
"cg05991442","VAE37","cg05991442",0.520237453473592
"cg16751778","VAE37","cg16751778",0.520098923703987
"cg22661082","VAE37","cg22661082",0.519995899613871
"cg04499514","VAE37","cg04499514",-0.519985923178455
"cg11384744","VAE37","cg11384744",0.519954204025926
"cg20984972","VAE37","cg20984972",0.519479593435195
"cg11139090","VAE37","cg11139090",-0.51947234104716
"cg26728709","VAE37","cg26728709",0.51931777237226
"cg09981198","VAE37","cg09981198",0.51888213725879
"cg19127138","VAE37","cg19127138",0.51868965068957
"cg05529156","VAE37","cg05529156",0.518413202265536
"cg18912530","VAE37","cg18912530",0.518375660852555
"cg12623183","VAE37","cg12623183",0.518213756661561
"cg05399613","VAE37","cg05399613",0.518181686853199
"cg16426034","VAE37","cg16426034",0.517980312964537
"cg22791678","VAE37","cg22791678",0.517938886698078
"cg14326305","VAE37","cg14326305",0.517713022640208
"cg05264377","VAE37","cg05264377",0.517544371621417
"cg26313337","VAE37","cg26313337",0.517118746868221
"cg12430062","VAE37","cg12430062",0.517078998175535
"cg02011430","VAE37","cg02011430",0.517004669287283
"cg07897871","VAE37","cg07897871",0.516975043814192
"cg17242362","VAE37","cg17242362",0.516834929036727
"cg20815992","VAE37","cg20815992",0.516805745349882
"cg24159247","VAE37","cg24159247",0.516697456135746
"cg23899147","VAE37","cg23899147",0.51651019038299
"cg05014727","VAE37","cg05014727",-0.516508136238402
"cg15983538","VAE37","cg15983538",0.516335837228627
"cg21556223","VAE37","cg21556223",0.516167622270185
"cg11944462","VAE37","cg11944462",-0.516023551598675
"cg01654627","VAE37","cg01654627",0.515909597388885
"cg15622158","VAE37","cg15622158",0.515733399695269
"cg08836861","VAE37","cg08836861",0.515645714831504
"cg10270306","VAE37","cg10270306",-0.515480983326556
"cg23521262","VAE37","cg23521262",0.515425889040397
"cg06022562","VAE37","cg06022562",0.515356760885436
"cg09800500","VAE37","cg09800500",-0.515164148453643
"cg14161107","VAE37","cg14161107",0.51504862463573
"cg07028733","VAE37","cg07028733",0.51472767741807
"cg02872914","VAE37","cg02872914",0.514605575912152
"cg04608582","VAE37","cg04608582",0.514499689112016
"cg20268689","VAE37","cg20268689",0.514317009735676
"cg01176433","VAE37","cg01176433",0.514127603599525
"cg09063173","VAE37","cg09063173",0.514126737717724
"cg07627452","VAE37","cg07627452",0.514096586615846
"cg06183123","VAE37","cg06183123",-0.513689192021644
"cg25113462","VAE37","cg25113462",0.513533441512824
"cg24706564","VAE37","cg24706564",0.513506774379435
"cg12389770","VAE37","cg12389770",-0.51342983450059
"cg22802766","VAE37","cg22802766",0.513318140813083
"cg02976539","VAE37","cg02976539",0.513172641591806
"cg07800658","VAE37","cg07800658",0.513155462698215
"cg13104274","VAE37","cg13104274",0.513100610265814
"cg23385847","VAE37","cg23385847",0.51303543311738
"cg03848588","VAE37","cg03848588",0.512983336990733
"cg17205313","VAE37","cg17205313",0.51251376340761
"cg04897439","VAE37","cg04897439",0.512176103313741
"cg25737224","VAE37","cg25737224",0.512135163135163
"cg13671890","VAE37","cg13671890",0.511939056034008
"cg16020346","VAE37","cg16020346",-0.511778782734756
"cg08266311","VAE37","cg08266311",0.511731975970717
"cg03998264","VAE37","cg03998264",0.511628007877064
"cg27053542","VAE37","cg27053542",0.511604539213135
"cg03126199","VAE37","cg03126199",0.51157312807168
"cg08271443","VAE37","cg08271443",0.511453805451977
"cg23609749","VAE37","cg23609749",0.511312937748543
"cg13208438","VAE37","cg13208438",0.511281583338239
"cg23067082","VAE37","cg23067082",0.51120034998676
"cg23004527","VAE37","cg23004527",0.51106404765775
"cg09939392","VAE37","cg09939392",0.510965669786229
"cg21340733","VAE37","cg21340733",0.510764489993422
"cg00891645","VAE37","cg00891645",0.510721895532857
"cg14343701","VAE37","cg14343701",0.51064400490043
"cg24987590","VAE37","cg24987590",0.510588592190456
"cg22214349","VAE37","cg22214349",0.510509898603766
"cg11835619","VAE37","cg11835619",0.510492891447476
"cg11842367","VAE37","cg11842367",0.510236536137742
"cg14415629","VAE37","cg14415629",-0.509932416323086
"cg25973354","VAE37","cg25973354",0.509899074522516
"cg27377632","VAE37","cg27377632",0.509770483945341
"cg14126884","VAE37","cg14126884",0.509446000044229
"cg05750926","VAE37","cg05750926",0.509400221964843
"cg15472885","VAE37","cg15472885",0.509098212756448
"cg04062040","VAE37","cg04062040",0.508978391134175
"cg15148933","VAE37","cg15148933",-0.508810260030231
"cg23416002","VAE37","cg23416002",0.508698874323572
"cg09275704","VAE37","cg09275704",0.50847688962942
"cg15616257","VAE37","cg15616257",0.508134212694882
"cg14329860","VAE37","cg14329860",0.508039170616966
"cg02546690","VAE37","cg02546690",0.508015931619997
"cg23173806","VAE37","cg23173806",0.50799279837058
"cg16157895","VAE37","cg16157895",0.507893589190422
"cg22493616","VAE37","cg22493616",0.507814016028706
"cg08293777","VAE37","cg08293777",0.507687932827387
"cg12892666","VAE37","cg12892666",0.50763341013448
"cg05913474","VAE37","cg05913474",0.507579883060588
"cg24691330","VAE37","cg24691330",0.5074997964011
"cg06784602","VAE37","cg06784602",0.507484969153353
"cg04192168","VAE37","cg04192168",0.507388893706795
"cg26927807","VAE37","cg26927807",0.507308786752164
"cg00980784","VAE37","cg00980784",-0.507303175744969
"cg27168858","VAE37","cg27168858",0.507241619944137
"cg04366815","VAE37","cg04366815",0.506690827826482
"cg16224163","VAE37","cg16224163",0.506673053187599
"cg08371532","VAE37","cg08371532",0.506642203181386
"cg13577149","VAE37","cg13577149",0.506568590916587
"cg24496563","VAE37","cg24496563",0.506439125783059
"cg22942200","VAE37","cg22942200",-0.506264733915858
"cg20780302","VAE37","cg20780302",0.506107186336756
"cg21105318","VAE37","cg21105318",0.506103704458551
"cg14691499","VAE37","cg14691499",0.505868773351177
"cg01835489","VAE37","cg01835489",0.50586470779885
"cg10162971","VAE37","cg10162971",0.505426335759744
"cg11290188","VAE37","cg11290188",0.505292767990782
"cg14211055","VAE37","cg14211055",0.504936775382028
"cg27434086","VAE37","cg27434086",0.504862219930111
"cg18247124","VAE37","cg18247124",0.504850406195627
"cg26643914","VAE37","cg26643914",0.504802856118937
"cg08834350","VAE37","cg08834350",0.504653042226845
"cg06315439","VAE37","cg06315439",0.504414072991649
"cg00902153","VAE37","cg00902153",-0.504104801677913
"cg03486976","VAE37","cg03486976",0.503940744211811
"cg01741038","VAE37","cg01741038",0.503792878048653
"cg18489994","VAE37","cg18489994",-0.503620787813056
"cg17738861","VAE37","cg17738861",0.503618028267403
"cg19450816","VAE37","cg19450816",-0.503379676551058
"cg13375571","VAE37","cg13375571",0.503155033105761
"cg08799350","VAE37","cg08799350",0.502866058974651
"cg02470179","VAE37","cg02470179",0.502705074006497
"cg22549437","VAE37","cg22549437",0.502625807799341
"cg15707428","VAE37","cg15707428",0.502326247835376
"cg23541422","VAE37","cg23541422",0.502300483158102
"cg00123762","VAE37","cg00123762",-0.502295584003531
"cg06043201","VAE37","cg06043201",0.502109508171265
"cg19996406","VAE37","cg19996406",0.502094504373548
"cg05738924","VAE37","cg05738924",0.502000858598152
"cg10930308","VAE37","cg10930308",-0.501696155109268
"cg03926640","VAE37","cg03926640",0.501435616533062
"cg27159583","VAE37","cg27159583",0.501402754252711
"cg20545907","VAE37","cg20545907",0.501152270343892
"cg11288260","VAE37","cg11288260",-0.50112142270319
"cg08381620","VAE37","cg08381620",0.500992061580258
"cg25232786","VAE37","cg25232786",0.500754533780896
"cg19313221","VAE37","cg19313221",0.500622239770607
"cg23931819","VAE37","cg23931819",0.500246947231935
"cg12761472","VAE37","cg12761472",0.50015311522944
"cg02633817","VAE37","cg02633817",0.500026608783899
"cg02583618","VAE37","cg02583618",-0.50002133395336
