"","nodeLabel","CpG","correlations"
"cg12445424","VAE35","cg12445424",-0.60737386627143
"cg00526835","VAE35","cg00526835",-0.605096765239329
"cg14485744","VAE35","cg14485744",-0.604668210332179
"cg17812917","VAE35","cg17812917",-0.604625835161844
"cg01734772","VAE35","cg01734772",-0.604596619334471
"cg15406343","VAE35","cg15406343",-0.604572166207599
"cg27638453","VAE35","cg27638453",-0.604396118219636
"cg12020794","VAE35","cg12020794",-0.604238611968399
"cg13885243","VAE35","cg13885243",-0.604100452709572
"cg16516248","VAE35","cg16516248",-0.603715290314311
"cg06888900","VAE35","cg06888900",-0.603633058284606
"cg08730743","VAE35","cg08730743",-0.603112903400498
"cg13703737","VAE35","cg13703737",-0.602642982982156
"cg25356006","VAE35","cg25356006",-0.602628729032002
"cg00269659","VAE35","cg00269659",-0.601945570400011
"cg06830319","VAE35","cg06830319",-0.601755462746561
"cg08738571","VAE35","cg08738571",-0.601582581646851
"cg25580782","VAE35","cg25580782",-0.601092538356289
"cg02858512","VAE35","cg02858512",0.600912841529432
"cg18429374","VAE35","cg18429374",-0.599390491693636
"cg20587874","VAE35","cg20587874",0.59843976613789
"cg27618305","VAE35","cg27618305",-0.598176944323742
"cg00005112","VAE35","cg00005112",-0.597998897100089
"cg18551353","VAE35","cg18551353",-0.597641103190207
"cg23783862","VAE35","cg23783862",-0.597394123801934
"cg25927215","VAE35","cg25927215",-0.596589501476008
"cg23384027","VAE35","cg23384027",-0.596582778453778
"cg00044665","VAE35","cg00044665",-0.596468192845668
"cg22437284","VAE35","cg22437284",-0.596225249592313
"cg09603829","VAE35","cg09603829",-0.595717269208412
"cg22646393","VAE35","cg22646393",-0.595433456778895
"cg07212543","VAE35","cg07212543",-0.595392995420106
"cg24395504","VAE35","cg24395504",-0.595263368758409
"cg17442852","VAE35","cg17442852",-0.595004063597491
"cg14275593","VAE35","cg14275593",0.594798307615993
"cg07694621","VAE35","cg07694621",-0.594633675604133
"cg08239282","VAE35","cg08239282",-0.593919531263444
"cg21215576","VAE35","cg21215576",-0.593497783836022
"cg13316720","VAE35","cg13316720",-0.593016070708208
"cg15084433","VAE35","cg15084433",-0.592780629581113
"cg01896424","VAE35","cg01896424",-0.592220101545518
"cg03406844","VAE35","cg03406844",-0.591131139102381
"cg17635294","VAE35","cg17635294",-0.59110310379585
"cg24202221","VAE35","cg24202221",-0.590804037251492
"cg03519967","VAE35","cg03519967",-0.590438186343308
"cg20723792","VAE35","cg20723792",-0.590288432587503
"cg27248029","VAE35","cg27248029",-0.590125346693176
"cg04596071","VAE35","cg04596071",-0.590089976868961
"cg20820622","VAE35","cg20820622",-0.589988325311305
"cg01185345","VAE35","cg01185345",-0.589881766061556
"cg18925726","VAE35","cg18925726",-0.589349160181321
"cg03103661","VAE35","cg03103661",-0.589325508224922
"cg27183823","VAE35","cg27183823",-0.589238078922575
"cg00087244","VAE35","cg00087244",-0.588708379754063
"cg02994246","VAE35","cg02994246",-0.58868913471791
"cg01148127","VAE35","cg01148127",-0.588639030500841
"cg00726615","VAE35","cg00726615",0.588294306276545
"cg00067600","VAE35","cg00067600",-0.587877693907813
"cg26081807","VAE35","cg26081807",-0.587761788089548
"cg25883066","VAE35","cg25883066",-0.587402586628348
"cg07827420","VAE35","cg07827420",-0.587179003905949
"cg14286320","VAE35","cg14286320",-0.587004307475841
"cg10713002","VAE35","cg10713002",-0.586594217541816
"cg00319595","VAE35","cg00319595",-0.586345203112435
"cg24501758","VAE35","cg24501758",-0.586205321946384
"cg18766900","VAE35","cg18766900",-0.58556917472946
"cg00401972","VAE35","cg00401972",-0.585554971535238
"cg14403090","VAE35","cg14403090",-0.584685918310253
"cg05183271","VAE35","cg05183271",-0.584489495867783
"cg14471064","VAE35","cg14471064",-0.583867765261873
"cg01658815","VAE35","cg01658815",-0.583394421066343
"cg12072608","VAE35","cg12072608",-0.582922714341242
"cg17873815","VAE35","cg17873815",-0.582727005323678
"cg24897392","VAE35","cg24897392",-0.582716263055025
"cg15894581","VAE35","cg15894581",-0.582490747132141
"cg08795515","VAE35","cg08795515",-0.582392171469637
"cg07177661","VAE35","cg07177661",-0.58218690979732
"cg27658601","VAE35","cg27658601",-0.581695324377193
"cg09639715","VAE35","cg09639715",-0.581536129597707
"cg20547777","VAE35","cg20547777",-0.581507222301748
"cg11784243","VAE35","cg11784243",-0.581141364805352
"cg21646082","VAE35","cg21646082",-0.581123204060518
"cg16324121","VAE35","cg16324121",0.581041629781123
"cg15858679","VAE35","cg15858679",-0.580799908165561
"cg09070415","VAE35","cg09070415",-0.580568867705968
"cg16536399","VAE35","cg16536399",-0.580399457981165
"cg15384589","VAE35","cg15384589",-0.579220907087452
"cg22328746","VAE35","cg22328746",-0.579013382546232
"cg13249774","VAE35","cg13249774",-0.578542325506341
"cg20152871","VAE35","cg20152871",-0.578314905589779
"cg00577560","VAE35","cg00577560",-0.577470965389483
"cg20358011","VAE35","cg20358011",0.577428046674731
"cg05542646","VAE35","cg05542646",-0.577352714780185
"cg26860604","VAE35","cg26860604",-0.577161441988806
"cg05908442","VAE35","cg05908442",-0.577125809264657
"cg03960804","VAE35","cg03960804",-0.576995776985872
"cg04377609","VAE35","cg04377609",-0.576651796555795
"cg02857325","VAE35","cg02857325",-0.57625481556851
"cg02697649","VAE35","cg02697649",-0.576214480369305
"cg00598204","VAE35","cg00598204",-0.576156813188339
"cg22506453","VAE35","cg22506453",-0.576088134144507
"cg23697796","VAE35","cg23697796",-0.576047863942932
"cg19880542","VAE35","cg19880542",-0.575709857359829
"cg11751545","VAE35","cg11751545",0.575615892503265
"cg19577548","VAE35","cg19577548",-0.575428368826573
"cg24409808","VAE35","cg24409808",-0.57537908739229
"cg11878712","VAE35","cg11878712",-0.575374873251434
"cg09967633","VAE35","cg09967633",-0.575069850074933
"cg02074274","VAE35","cg02074274",-0.574827304004708
"cg00920139","VAE35","cg00920139",-0.574733423850726
"cg15497991","VAE35","cg15497991",0.574557072403087
"cg13463203","VAE35","cg13463203",-0.574556162607873
"cg18990407","VAE35","cg18990407",-0.574335915871811
"cg01629007","VAE35","cg01629007",-0.574286494451988
"cg00465319","VAE35","cg00465319",-0.574146471441971
"cg20438687","VAE35","cg20438687",-0.574116275540809
"cg08325813","VAE35","cg08325813",0.573985429517542
"cg26358374","VAE35","cg26358374",-0.573785695114608
"cg01097897","VAE35","cg01097897",-0.573463184785672
"cg23419907","VAE35","cg23419907",-0.573455091345303
"cg04979599","VAE35","cg04979599",-0.573392866244333
"cg17580613","VAE35","cg17580613",-0.573087066442875
"cg10333594","VAE35","cg10333594",-0.57292788664273
"cg04857403","VAE35","cg04857403",-0.572761071306844
"cg05066096","VAE35","cg05066096",-0.572536126275226
"cg10547908","VAE35","cg10547908",-0.572500083237132
"cg16964716","VAE35","cg16964716",-0.572257306316062
"cg18011760","VAE35","cg18011760",-0.572225215217416
"cg08858926","VAE35","cg08858926",-0.57153793589929
"cg02078525","VAE35","cg02078525",-0.571524631179345
"cg01694939","VAE35","cg01694939",-0.571191037004973
"cg25679431","VAE35","cg25679431",-0.571139604458925
"cg06556244","VAE35","cg06556244",-0.571115763171561
"cg16127514","VAE35","cg16127514",-0.57108228422548
"cg08297985","VAE35","cg08297985",-0.570789231348695
"cg16442712","VAE35","cg16442712",-0.570733102982934
"cg08737189","VAE35","cg08737189",-0.570693480879152
"cg18154283","VAE35","cg18154283",0.570484125547745
"cg22123728","VAE35","cg22123728",-0.570276388949085
"cg02302348","VAE35","cg02302348",-0.569601166100768
"cg25007447","VAE35","cg25007447",-0.569467358203717
"cg11445634","VAE35","cg11445634",0.569243864004726
"cg00036976","VAE35","cg00036976",-0.568910456534421
"cg19256314","VAE35","cg19256314",-0.568747622523518
"cg03515098","VAE35","cg03515098",-0.568535859816117
"cg02864619","VAE35","cg02864619",-0.567630842378323
"cg01364478","VAE35","cg01364478",0.567280570009337
"cg21899939","VAE35","cg21899939",-0.567178539813318
"cg08511651","VAE35","cg08511651",-0.566578909939592
"cg01484915","VAE35","cg01484915",-0.566482718379189
"cg15534755","VAE35","cg15534755",-0.566151479708168
"cg24012811","VAE35","cg24012811",0.565827111143606
"cg14652095","VAE35","cg14652095",-0.56575445511967
"cg17851725","VAE35","cg17851725",-0.565719154789536
"cg04452432","VAE35","cg04452432",-0.565591447436472
"cg25680629","VAE35","cg25680629",-0.565226071716621
"cg04243822","VAE35","cg04243822",-0.565070304951916
"cg08285489","VAE35","cg08285489",-0.564992857671308
"cg05724197","VAE35","cg05724197",-0.56480723625607
"cg13586696","VAE35","cg13586696",-0.564741501276443
"cg10960266","VAE35","cg10960266",-0.564526643511663
"cg22842860","VAE35","cg22842860",0.564391413693318
"cg07211212","VAE35","cg07211212",0.564309451766343
"cg08889114","VAE35","cg08889114",-0.564243775068175
"cg11479156","VAE35","cg11479156",-0.564155705827809
"cg04784535","VAE35","cg04784535",-0.563614042363125
"cg04587617","VAE35","cg04587617",-0.563484760590654
"cg25006194","VAE35","cg25006194",-0.563251876069536
"cg13285004","VAE35","cg13285004",-0.563169210184209
"cg11613003","VAE35","cg11613003",-0.562640693566657
"cg20563269","VAE35","cg20563269",-0.562621474056801
"cg17839399","VAE35","cg17839399",-0.562349711772483
"cg13168187","VAE35","cg13168187",-0.562081000234611
"cg21943268","VAE35","cg21943268",-0.56198445833248
"cg05725263","VAE35","cg05725263",-0.561980233218605
"cg21527078","VAE35","cg21527078",-0.5618610361838
"cg08334034","VAE35","cg08334034",-0.561860123559203
"cg18655369","VAE35","cg18655369",-0.561723421408157
"cg10002888","VAE35","cg10002888",-0.561606736572553
"cg17922695","VAE35","cg17922695",-0.561475841002069
"cg27214730","VAE35","cg27214730",-0.560187804709303
"cg05026014","VAE35","cg05026014",-0.560175088055455
"cg07080231","VAE35","cg07080231",0.559766217140427
"cg00742851","VAE35","cg00742851",-0.559685024205659
"cg16581455","VAE35","cg16581455",0.559380474607585
"cg10556636","VAE35","cg10556636",0.559333174964322
"cg23272369","VAE35","cg23272369",-0.559216078850364
"cg25943481","VAE35","cg25943481",-0.559011602970471
"cg18769074","VAE35","cg18769074",-0.558987669563416
"cg08180028","VAE35","cg08180028",-0.558974731325817
"cg16440442","VAE35","cg16440442",-0.558937903355457
"cg24811125","VAE35","cg24811125",-0.558901618114705
"cg21690050","VAE35","cg21690050",-0.558795932017953
"cg24854681","VAE35","cg24854681",-0.558549068942309
"cg26820168","VAE35","cg26820168",-0.558504752192334
"cg20035679","VAE35","cg20035679",-0.558400507327387
"cg04029455","VAE35","cg04029455",-0.558352434920557
"cg01180441","VAE35","cg01180441",-0.558200463168714
"cg09269891","VAE35","cg09269891",-0.558104981417062
"cg19192065","VAE35","cg19192065",-0.557958887695775
"cg05678462","VAE35","cg05678462",-0.557632586505049
"cg12967327","VAE35","cg12967327",-0.557619224659044
"cg19512693","VAE35","cg19512693",-0.557502814321567
"cg20584157","VAE35","cg20584157",-0.557375791972474
"cg12668399","VAE35","cg12668399",0.557345327066045
"cg11203244","VAE35","cg11203244",-0.557322095475998
"cg25145165","VAE35","cg25145165",-0.557217428199047
"cg13419925","VAE35","cg13419925",-0.557117195082767
"cg20826576","VAE35","cg20826576",0.556837308184932
"cg14491482","VAE35","cg14491482",-0.556724776460604
"cg24671153","VAE35","cg24671153",-0.556563884967351
"cg15334250","VAE35","cg15334250",-0.556550597846296
"cg20216752","VAE35","cg20216752",-0.556437105398718
"cg21647182","VAE35","cg21647182",-0.55618941355249
"cg27392771","VAE35","cg27392771",-0.55616256835983
"cg19633390","VAE35","cg19633390",-0.556131590101015
"cg01854588","VAE35","cg01854588",-0.556097335782225
"cg03497652","VAE35","cg03497652",-0.555770293189511
"cg24211406","VAE35","cg24211406",-0.555755994508172
"cg08234618","VAE35","cg08234618",-0.55563329720125
"cg08330217","VAE35","cg08330217",0.555370867823606
"cg01971181","VAE35","cg01971181",-0.555297426959234
"cg05388880","VAE35","cg05388880",-0.555216358280469
"cg01898377","VAE35","cg01898377",-0.555165181768539
"cg16747164","VAE35","cg16747164",-0.555071698217711
"cg16324409","VAE35","cg16324409",-0.554809949216007
"cg08177332","VAE35","cg08177332",0.554758315552191
"cg27353361","VAE35","cg27353361",0.554734365728921
"cg13161113","VAE35","cg13161113",-0.554636527114209
"cg23312086","VAE35","cg23312086",-0.554527541710182
"cg27019030","VAE35","cg27019030",0.554373027372775
"cg08678314","VAE35","cg08678314",0.554278794188418
"cg25309292","VAE35","cg25309292",-0.554075949287708
"cg01659586","VAE35","cg01659586",-0.553759081754304
"cg26817145","VAE35","cg26817145",-0.553680220439966
"cg01509853","VAE35","cg01509853",-0.553370051452529
"cg25417335","VAE35","cg25417335",-0.553310368041516
"cg14752965","VAE35","cg14752965",-0.553126257134637
"cg09407650","VAE35","cg09407650",-0.552778531393871
"cg02926868","VAE35","cg02926868",-0.552696750516022
"cg07725925","VAE35","cg07725925",-0.552572992764765
"cg01382072","VAE35","cg01382072",0.552388763667735
"cg08746496","VAE35","cg08746496",-0.552296523846744
"cg22356428","VAE35","cg22356428",-0.552211222504605
"cg18346576","VAE35","cg18346576",-0.552138012999089
"cg06098693","VAE35","cg06098693",-0.552079766731305
"cg25036707","VAE35","cg25036707",-0.552032095368535
"cg02192204","VAE35","cg02192204",-0.551741629746079
"cg15190451","VAE35","cg15190451",-0.551709744749915
"cg00103568","VAE35","cg00103568",-0.551277671386595
"cg16747717","VAE35","cg16747717",-0.551228738934362
"cg09262197","VAE35","cg09262197",-0.551219502419157
"cg01184194","VAE35","cg01184194",-0.551099780947384
"cg17291767","VAE35","cg17291767",-0.551065116724854
"cg01186551","VAE35","cg01186551",-0.550874543366422
"cg11632438","VAE35","cg11632438",-0.550832249604036
"cg20589096","VAE35","cg20589096",-0.550262342136582
"cg06415153","VAE35","cg06415153",0.550218500173452
"cg12832726","VAE35","cg12832726",-0.550214128588963
"cg04060561","VAE35","cg04060561",-0.550213966950039
"cg17349406","VAE35","cg17349406",-0.550106003230338
"cg27232494","VAE35","cg27232494",-0.550066786662266
"cg21018997","VAE35","cg21018997",-0.550027414841236
"cg16590319","VAE35","cg16590319",-0.549718635190426
"cg13634681","VAE35","cg13634681",-0.549697068542116
"cg03314569","VAE35","cg03314569",-0.549593127871169
"cg07379893","VAE35","cg07379893",-0.549539744079705
"cg19373874","VAE35","cg19373874",-0.549437695373746
"cg13427728","VAE35","cg13427728",0.549419348990388
"cg03539903","VAE35","cg03539903",0.549359921017378
"cg07591362","VAE35","cg07591362",-0.549358994186909
"cg04944536","VAE35","cg04944536",-0.549313994314214
"cg13723551","VAE35","cg13723551",-0.549200334966418
"cg00470817","VAE35","cg00470817",-0.548843020135586
"cg11875706","VAE35","cg11875706",-0.548787442626662
"cg01708924","VAE35","cg01708924",-0.548786934666874
"cg12567635","VAE35","cg12567635",-0.548770721762732
"cg24757159","VAE35","cg24757159",0.548761857425316
"cg02500075","VAE35","cg02500075",-0.548739523915978
"cg01497747","VAE35","cg01497747",-0.548698571737543
"cg09063835","VAE35","cg09063835",0.548666876865412
"cg22420044","VAE35","cg22420044",-0.548624825660941
"cg01492170","VAE35","cg01492170",-0.548499415885359
"cg01578632","VAE35","cg01578632",-0.54849579582362
"cg04074945","VAE35","cg04074945",-0.548450915333733
"cg10797552","VAE35","cg10797552",-0.548360245349959
"cg11411564","VAE35","cg11411564",0.548182115466852
"cg12832204","VAE35","cg12832204",0.548105124502913
"cg15038331","VAE35","cg15038331",-0.548052650466417
"cg15988887","VAE35","cg15988887",-0.548025515624546
"cg00010078","VAE35","cg00010078",-0.548013411142674
"cg10976772","VAE35","cg10976772",-0.547972407103708
"cg13792444","VAE35","cg13792444",-0.547955964838336
"cg19311055","VAE35","cg19311055",-0.547880416731652
"cg27296341","VAE35","cg27296341",-0.547854687808467
"cg16385763","VAE35","cg16385763",-0.547832329441573
"cg06675348","VAE35","cg06675348",-0.547650821480819
"cg04320316","VAE35","cg04320316",-0.547586550926385
"cg27083087","VAE35","cg27083087",-0.547544694131599
"cg10512203","VAE35","cg10512203",-0.547514269556044
"cg24004007","VAE35","cg24004007",-0.547415442208289
"cg05816193","VAE35","cg05816193",-0.547371513286274
"cg05191839","VAE35","cg05191839",0.547306407980548
"cg21157904","VAE35","cg21157904",0.547198246943009
"cg16781880","VAE35","cg16781880",-0.547059110938442
"cg08781365","VAE35","cg08781365",-0.546955984317977
"cg14823363","VAE35","cg14823363",-0.54691260295502
"cg00917471","VAE35","cg00917471",-0.546743011635867
"cg23030903","VAE35","cg23030903",-0.5463811991243
"cg26167249","VAE35","cg26167249",-0.546334295656513
"cg20758098","VAE35","cg20758098",-0.546019147306883
"cg03656863","VAE35","cg03656863",-0.546018437236406
"cg24698211","VAE35","cg24698211",-0.545906180828438
"cg27560818","VAE35","cg27560818",-0.545640173250602
"cg13660126","VAE35","cg13660126",-0.545563218117174
"cg25071651","VAE35","cg25071651",-0.545548254590485
"cg01324261","VAE35","cg01324261",-0.545516297366055
"cg13260377","VAE35","cg13260377",-0.545454143346008
"cg02579706","VAE35","cg02579706",-0.545404540242831
"cg08669096","VAE35","cg08669096",-0.545067650703978
"cg03339956","VAE35","cg03339956",-0.545059005182076
"cg13645530","VAE35","cg13645530",-0.544866844125806
"cg09987231","VAE35","cg09987231",-0.544806890456332
"cg04208434","VAE35","cg04208434",-0.544759656802966
"cg14704669","VAE35","cg14704669",-0.54473130910561
"cg10130564","VAE35","cg10130564",-0.544706698286746
"cg15403968","VAE35","cg15403968",-0.544587655917164
"cg12727940","VAE35","cg12727940",-0.54404273196939
"cg12107072","VAE35","cg12107072",-0.543947123238783
"cg09423651","VAE35","cg09423651",-0.543757750739604
"cg16262614","VAE35","cg16262614",-0.543747841554875
"cg23385208","VAE35","cg23385208",-0.543591846594963
"cg26142972","VAE35","cg26142972",-0.543573062302131
"cg09403559","VAE35","cg09403559",-0.543553566061721
"cg22522598","VAE35","cg22522598",-0.543430785254059
"cg05308643","VAE35","cg05308643",0.543270547277824
"cg01128736","VAE35","cg01128736",-0.543002428485353
"cg18419358","VAE35","cg18419358",-0.542811503741041
"cg09265619","VAE35","cg09265619",-0.54276772492501
"cg17338146","VAE35","cg17338146",0.542583614243437
"cg02970919","VAE35","cg02970919",-0.542579474617593
"cg08873568","VAE35","cg08873568",-0.542489555137724
"cg13849419","VAE35","cg13849419",-0.542396349685196
"cg26334209","VAE35","cg26334209",-0.542235840425838
"cg08799778","VAE35","cg08799778",-0.542230426449109
"cg25985504","VAE35","cg25985504",0.542212932667755
"cg02400308","VAE35","cg02400308",0.541909060729625
"cg11499699","VAE35","cg11499699",-0.54184995420326
"cg08353973","VAE35","cg08353973",-0.541803418386323
"cg09669754","VAE35","cg09669754",-0.541710161270228
"cg06376598","VAE35","cg06376598",0.541640017312017
"cg09912512","VAE35","cg09912512",-0.541598475425437
"cg17399647","VAE35","cg17399647",-0.54153630484644
"cg00029246","VAE35","cg00029246",0.541457579951595
"cg06683487","VAE35","cg06683487",-0.541225302033375
"cg10994249","VAE35","cg10994249",-0.541179715939085
"cg06325209","VAE35","cg06325209",-0.541146744559206
"cg10814646","VAE35","cg10814646",-0.541028175188112
"cg24003866","VAE35","cg24003866",0.541016566650627
"cg08824384","VAE35","cg08824384",0.540994058801945
"cg19257200","VAE35","cg19257200",-0.540798468675156
"cg27112972","VAE35","cg27112972",-0.540607628009134
"cg00764217","VAE35","cg00764217",-0.540479119018891
"cg01207684","VAE35","cg01207684",-0.540432603136331
"cg10588135","VAE35","cg10588135",-0.540377232481802
"cg27446570","VAE35","cg27446570",-0.540366372574167
"cg04914930","VAE35","cg04914930",-0.540360591289555
"cg19709585","VAE35","cg19709585",-0.540322849421802
"cg15120848","VAE35","cg15120848",-0.540291290758244
"cg09038962","VAE35","cg09038962",-0.540286522892997
"cg07533511","VAE35","cg07533511",-0.540146084080773
"cg02030542","VAE35","cg02030542",-0.539996601429714
"cg08293102","VAE35","cg08293102",-0.539989709799527
"cg22891707","VAE35","cg22891707",-0.539927715036164
"cg03724368","VAE35","cg03724368",0.539843952485578
"cg22502856","VAE35","cg22502856",-0.539334653579723
"cg07609780","VAE35","cg07609780",-0.539303780401335
"cg12299361","VAE35","cg12299361",-0.539290004652275
"cg16888565","VAE35","cg16888565",-0.539170267983829
"cg00008564","VAE35","cg00008564",-0.538826835699928
"cg03646994","VAE35","cg03646994",-0.538811200384095
"cg04839706","VAE35","cg04839706",-0.538518206785696
"cg17971587","VAE35","cg17971587",-0.538374304172434
"cg04204452","VAE35","cg04204452",-0.538350749561029
"cg11787176","VAE35","cg11787176",-0.53812865417393
"cg06727242","VAE35","cg06727242",-0.538124575530669
"cg02116942","VAE35","cg02116942",-0.538026737783339
"cg24575128","VAE35","cg24575128",-0.537869379519763
"cg01382860","VAE35","cg01382860",-0.537777244880569
"cg09051119","VAE35","cg09051119",-0.537338370096517
"cg14044464","VAE35","cg14044464",-0.537303363031928
"cg03345454","VAE35","cg03345454",-0.537083600351389
"cg03398156","VAE35","cg03398156",-0.537044501220646
"cg01513063","VAE35","cg01513063",-0.536897606217106
"cg07184988","VAE35","cg07184988",-0.536687085062804
"cg16893634","VAE35","cg16893634",-0.536292618949029
"cg26514793","VAE35","cg26514793",-0.536227938812761
"cg11932158","VAE35","cg11932158",-0.535794412947743
"cg03607179","VAE35","cg03607179",-0.535754364351239
"cg08452338","VAE35","cg08452338",-0.535750117867926
"cg02642117","VAE35","cg02642117",-0.535669987355033
"cg27366532","VAE35","cg27366532",-0.535586304494051
"cg11452043","VAE35","cg11452043",-0.535349907088114
"cg06546202","VAE35","cg06546202",-0.535182382744181
"cg12657297","VAE35","cg12657297",-0.535172764507173
"cg02981942","VAE35","cg02981942",0.535126186851818
"cg12081643","VAE35","cg12081643",0.535117856805086
"cg06270993","VAE35","cg06270993",-0.534972691656145
"cg14543200","VAE35","cg14543200",-0.534947597860733
"cg26575105","VAE35","cg26575105",-0.534923426147569
"cg04789225","VAE35","cg04789225",-0.5349121483319
"cg12881854","VAE35","cg12881854",0.534816010914219
"cg03540028","VAE35","cg03540028",-0.534712966128378
"cg02275396","VAE35","cg02275396",-0.534696014786531
"cg15059804","VAE35","cg15059804",-0.53460489793544
"cg15693572","VAE35","cg15693572",0.53425890805481
"cg04237918","VAE35","cg04237918",-0.534199649489171
"cg10147875","VAE35","cg10147875",-0.53401048862631
"cg14515614","VAE35","cg14515614",-0.533942595374036
"cg10631289","VAE35","cg10631289",-0.533936343066288
"cg25887076","VAE35","cg25887076",-0.53392803199342
"cg09427311","VAE35","cg09427311",-0.533881908576867
"cg12362478","VAE35","cg12362478",0.533656430210551
"cg01681098","VAE35","cg01681098",0.533559425351488
"cg00104167","VAE35","cg00104167",0.533510195342268
"cg26810908","VAE35","cg26810908",0.533352612599386
"cg14567877","VAE35","cg14567877",-0.533251330273076
"cg07485305","VAE35","cg07485305",-0.5330331443384
"cg25403895","VAE35","cg25403895",0.533030381862337
"cg19020855","VAE35","cg19020855",-0.533023184305299
"cg15094236","VAE35","cg15094236",0.532989924208877
"cg02748089","VAE35","cg02748089",-0.532944641546114
"cg03163812","VAE35","cg03163812",-0.532877978051634
"cg21245875","VAE35","cg21245875",-0.532865844820261
"cg14431361","VAE35","cg14431361",-0.532844324906926
"cg01135464","VAE35","cg01135464",-0.532774762632092
"cg26529437","VAE35","cg26529437",-0.532772303801772
"cg00100804","VAE35","cg00100804",-0.532667313291687
"cg11832281","VAE35","cg11832281",0.532649661704833
"cg04586126","VAE35","cg04586126",-0.532444245735255
"cg13148544","VAE35","cg13148544",-0.532250357240904
"cg05277504","VAE35","cg05277504",-0.532137390120377
"cg23609707","VAE35","cg23609707",-0.532080600834244
"cg18315831","VAE35","cg18315831",0.532060507745879
"cg13098071","VAE35","cg13098071",-0.531935601043937
"cg18276112","VAE35","cg18276112",-0.531728756741926
