"","nodeLabel","CpG","correlations"
"cg13780718","VAE43","cg13780718",-0.703348410534077
"cg07593977","VAE43","cg07593977",-0.703301337543508
"cg06130354","VAE43","cg06130354",-0.70313580832321
"cg06422039","VAE43","cg06422039",0.702913818361707
"cg03217587","VAE43","cg03217587",-0.702895505351781
"cg07630327","VAE43","cg07630327",0.702726532799359
"cg05875421","VAE43","cg05875421",-0.702711505703134
"cg08370546","VAE43","cg08370546",0.702435087580133
"cg00118342","VAE43","cg00118342",-0.702044328944047
"cg08442934","VAE43","cg08442934",-0.702022285132185
"cg17833746","VAE43","cg17833746",-0.701950829896643
"cg05199874","VAE43","cg05199874",-0.701717709335046
"cg16315417","VAE43","cg16315417",-0.701527359345377
"cg19233405","VAE43","cg19233405",-0.70149522349865
"cg03665360","VAE43","cg03665360",0.701443958696254
"cg18960620","VAE43","cg18960620",-0.700695554029469
"cg23754320","VAE43","cg23754320",-0.700560922667228
"cg15139596","VAE43","cg15139596",-0.700218742249096
"cg26280911","VAE43","cg26280911",-0.70021190353413
"cg09481121","VAE43","cg09481121",0.700166746934951
"cg02258482","VAE43","cg02258482",0.700007388146148
"cg21133433","VAE43","cg21133433",0.699916167917679
"cg17029354","VAE43","cg17029354",-0.699839001777363
"cg22111043","VAE43","cg22111043",-0.699703419538095
"cg15660418","VAE43","cg15660418",-0.699584028976475
"cg10616795","VAE43","cg10616795",0.699547245469818
"cg07947930","VAE43","cg07947930",0.698948538228809
"cg22758493","VAE43","cg22758493",0.69871782278898
"cg17610333","VAE43","cg17610333",-0.69864861977792
"cg09737078","VAE43","cg09737078",0.698604571477492
"cg06169746","VAE43","cg06169746",-0.698318932000115
"cg03447908","VAE43","cg03447908",-0.69830624107674
"cg14430943","VAE43","cg14430943",-0.698118704387097
"cg16586211","VAE43","cg16586211",-0.697835766885862
"cg17936488","VAE43","cg17936488",-0.697666833680441
"cg05849772","VAE43","cg05849772",-0.697664723520673
"cg04245402","VAE43","cg04245402",0.697539590866274
"cg03907390","VAE43","cg03907390",-0.697400365514921
"cg25515269","VAE43","cg25515269",-0.697355832217564
"cg08972954","VAE43","cg08972954",-0.6973374667348
"cg14606858","VAE43","cg14606858",-0.697121465045289
"cg12883629","VAE43","cg12883629",-0.696721532296384
"cg18576206","VAE43","cg18576206",-0.696462047888446
"cg05608541","VAE43","cg05608541",-0.696242950304686
"cg08618204","VAE43","cg08618204",-0.696206549168296
"cg13007871","VAE43","cg13007871",-0.696163364047467
"cg02756056","VAE43","cg02756056",-0.696149812193121
"cg26385172","VAE43","cg26385172",-0.69608315561267
"cg08162222","VAE43","cg08162222",-0.695978914631896
"cg24718015","VAE43","cg24718015",-0.695753701340771
"cg07695771","VAE43","cg07695771",-0.695739998441816
"cg23586595","VAE43","cg23586595",-0.695414612141633
"cg14913777","VAE43","cg14913777",-0.695244539681595
"cg05964212","VAE43","cg05964212",-0.695199756198926
"cg03297901","VAE43","cg03297901",-0.69487760896569
"cg18257485","VAE43","cg18257485",-0.694869378367419
"cg00661970","VAE43","cg00661970",-0.694595289147187
"cg15678817","VAE43","cg15678817",-0.694464376987814
"cg01030476","VAE43","cg01030476",0.694401319665056
"cg16911583","VAE43","cg16911583",-0.694367033552635
"cg19458020","VAE43","cg19458020",0.694326089770245
"cg02914427","VAE43","cg02914427",-0.694272250418359
"cg13928306","VAE43","cg13928306",0.694052481557646
"cg26875626","VAE43","cg26875626",-0.694037854007312
"cg02882530","VAE43","cg02882530",0.693999334099363
"cg26203383","VAE43","cg26203383",-0.693904522112931
"cg25370441","VAE43","cg25370441",0.693823159276363
"cg11806178","VAE43","cg11806178",-0.69375151890147
"cg08401725","VAE43","cg08401725",0.693747517094272
"cg23924647","VAE43","cg23924647",-0.693726204519759
"cg11180921","VAE43","cg11180921",0.693647300409041
"cg06855485","VAE43","cg06855485",0.693627388096711
"cg24393844","VAE43","cg24393844",0.693624224736006
"cg02053964","VAE43","cg02053964",-0.693573283765566
"cg16265599","VAE43","cg16265599",-0.693535518336173
"cg09866569","VAE43","cg09866569",-0.69350764777911
"cg18097277","VAE43","cg18097277",-0.693399178989249
"cg15752436","VAE43","cg15752436",-0.693203357966614
"cg16927606","VAE43","cg16927606",-0.693198305584833
"cg13412834","VAE43","cg13412834",-0.693063098151335
"cg09897970","VAE43","cg09897970",-0.6930407897119
"cg16321975","VAE43","cg16321975",-0.692980251083916
"cg25384897","VAE43","cg25384897",-0.692935222159849
"cg12086464","VAE43","cg12086464",-0.69275931057857
"cg17375396","VAE43","cg17375396",-0.692698374656471
"cg02609279","VAE43","cg02609279",-0.69249036861808
"cg12309653","VAE43","cg12309653",-0.692476946903623
"cg14845962","VAE43","cg14845962",0.692419561508453
"cg04249754","VAE43","cg04249754",-0.692244889659137
"cg00253379","VAE43","cg00253379",-0.692173129346397
"cg01815783","VAE43","cg01815783",0.692004584055267
"cg00681462","VAE43","cg00681462",-0.691902407138669
"cg02366931","VAE43","cg02366931",0.691871238290829
"cg25542319","VAE43","cg25542319",0.691805007478494
"cg10072237","VAE43","cg10072237",-0.691608574218386
"cg01539849","VAE43","cg01539849",0.691459860088445
"cg18973247","VAE43","cg18973247",-0.691378473648791
"cg23066808","VAE43","cg23066808",-0.691290641664631
"cg23336266","VAE43","cg23336266",-0.691286181475967
"cg04706627","VAE43","cg04706627",-0.691238453709205
"cg00442389","VAE43","cg00442389",-0.691075345734182
"cg10559416","VAE43","cg10559416",-0.691030048219845
"cg26212328","VAE43","cg26212328",-0.690706552962179
"cg15198736","VAE43","cg15198736",-0.690702803790954
"cg08642342","VAE43","cg08642342",-0.690596373944482
"cg26783146","VAE43","cg26783146",0.690391041464418
"cg20996351","VAE43","cg20996351",-0.690365794547705
"cg20306863","VAE43","cg20306863",-0.690257479428035
"cg21455600","VAE43","cg21455600",-0.69010912644338
"cg02317313","VAE43","cg02317313",0.690007471622419
"cg08075204","VAE43","cg08075204",-0.689997591742319
"cg07274406","VAE43","cg07274406",-0.689946033460587
"cg25140783","VAE43","cg25140783",-0.689866012428675
"cg23279355","VAE43","cg23279355",0.689644899512675
"cg26232412","VAE43","cg26232412",-0.689453411244741
"cg06303168","VAE43","cg06303168",-0.689344227010689
"cg24610561","VAE43","cg24610561",-0.689167065527567
"cg07028929","VAE43","cg07028929",-0.689128103435639
"cg13702536","VAE43","cg13702536",0.688769640306959
"cg27215100","VAE43","cg27215100",-0.688692765422712
"cg10961323","VAE43","cg10961323",0.688613922391069
"cg08086720","VAE43","cg08086720",-0.688551568593008
"cg05394800","VAE43","cg05394800",-0.688202107189102
"cg02989244","VAE43","cg02989244",-0.688092937092326
"cg26113809","VAE43","cg26113809",-0.688016840696952
"cg23797100","VAE43","cg23797100",-0.687923387735278
"cg21045464","VAE43","cg21045464",-0.687916977447572
"cg08355301","VAE43","cg08355301",-0.687907509853819
"cg15262954","VAE43","cg15262954",-0.687645385690457
"cg27377632","VAE43","cg27377632",0.687454984359257
"cg05517541","VAE43","cg05517541",-0.687406100607488
"cg14473145","VAE43","cg14473145",-0.687308210419694
"cg09386265","VAE43","cg09386265",0.687266166924362
"cg26156321","VAE43","cg26156321",-0.687198168553467
"cg23543318","VAE43","cg23543318",-0.687184113337066
"cg03796943","VAE43","cg03796943",0.687160464200744
"cg16681526","VAE43","cg16681526",-0.686813196943035
"cg03653573","VAE43","cg03653573",-0.686638812169357
"cg11119694","VAE43","cg11119694",-0.686533211750263
"cg05693489","VAE43","cg05693489",-0.686458390808847
"cg18555277","VAE43","cg18555277",-0.686247173871512
"cg16482761","VAE43","cg16482761",0.686208687708705
"cg05628702","VAE43","cg05628702",0.686197143690987
"cg20972199","VAE43","cg20972199",-0.686180915707371
"cg14952949","VAE43","cg14952949",-0.685957786335967
"cg01583485","VAE43","cg01583485",0.685940883701551
"cg06117093","VAE43","cg06117093",-0.685808590045261
"cg06511276","VAE43","cg06511276",-0.685627476401043
"cg27638284","VAE43","cg27638284",-0.685583657393194
"cg22825473","VAE43","cg22825473",0.685535568740481
"cg16668651","VAE43","cg16668651",-0.685494023058549
"cg10577511","VAE43","cg10577511",0.685485805778227
"cg20173011","VAE43","cg20173011",-0.685372743407467
"cg08847775","VAE43","cg08847775",-0.685317309634072
"cg09367198","VAE43","cg09367198",0.685281321888807
"cg07383757","VAE43","cg07383757",-0.685267715334575
"cg00168634","VAE43","cg00168634",-0.685250834082691
"cg07113653","VAE43","cg07113653",-0.684977024579705
"cg16099687","VAE43","cg16099687",-0.684968612833937
"cg18997124","VAE43","cg18997124",-0.684951184365628
"cg13840520","VAE43","cg13840520",-0.684940341032812
"cg00902153","VAE43","cg00902153",-0.684921394803022
"cg17809595","VAE43","cg17809595",0.684694678104199
"cg15159247","VAE43","cg15159247",-0.684583916606143
"cg05886546","VAE43","cg05886546",-0.68445332346856
"cg16848712","VAE43","cg16848712",-0.684351443763973
"cg00184457","VAE43","cg00184457",-0.684306623386708
"cg24289314","VAE43","cg24289314",0.684234600709929
"cg05021312","VAE43","cg05021312",0.684155826239102
"cg10836110","VAE43","cg10836110",-0.683986694032117
"cg15832822","VAE43","cg15832822",-0.683680270472098
"cg01089914","VAE43","cg01089914",0.683677204560899
"cg19265289","VAE43","cg19265289",-0.683670856453335
"cg06322557","VAE43","cg06322557",-0.683667077308991
"cg06577710","VAE43","cg06577710",-0.683639094310197
"cg00741986","VAE43","cg00741986",-0.68362898205052
"cg10285466","VAE43","cg10285466",-0.683611418652134
"cg09712682","VAE43","cg09712682",-0.683571708640825
"cg10257870","VAE43","cg10257870",0.683510918232945
"cg21164509","VAE43","cg21164509",-0.683478145216409
"cg03752935","VAE43","cg03752935",-0.683429517915799
"cg06142351","VAE43","cg06142351",-0.683321169063785
"cg06484274","VAE43","cg06484274",-0.683095693408621
"cg11394600","VAE43","cg11394600",-0.683074532976063
"cg23848712","VAE43","cg23848712",0.683028745601969
"cg13810673","VAE43","cg13810673",-0.683022195098244
"cg14552508","VAE43","cg14552508",-0.682886199471493
"cg14236118","VAE43","cg14236118",-0.682816794039794
"cg00453938","VAE43","cg00453938",-0.682639042403048
"cg08506869","VAE43","cg08506869",0.682630478091188
"cg16209517","VAE43","cg16209517",0.682477421306414
"cg10461264","VAE43","cg10461264",-0.682448808633926
"cg08652441","VAE43","cg08652441",-0.682365313804776
"cg01132064","VAE43","cg01132064",-0.682334208021667
"cg08779777","VAE43","cg08779777",-0.682100812472915
"cg07068735","VAE43","cg07068735",-0.682099669562982
"cg07824636","VAE43","cg07824636",-0.682002891615003
"cg07996532","VAE43","cg07996532",-0.681928585721172
"cg16890093","VAE43","cg16890093",-0.681921217039732
"cg21470947","VAE43","cg21470947",-0.681747659479839
"cg06513139","VAE43","cg06513139",0.681602594654588
"cg01614102","VAE43","cg01614102",-0.681560631400569
"cg04889043","VAE43","cg04889043",0.68154497311425
"cg03343063","VAE43","cg03343063",-0.681494987917998
"cg04347477","VAE43","cg04347477",0.681291867875654
"cg18489994","VAE43","cg18489994",-0.681218246329602
"cg18403548","VAE43","cg18403548",0.681188089457342
"cg02595061","VAE43","cg02595061",-0.681089080765118
"cg09018299","VAE43","cg09018299",0.681036500361568
"cg07144560","VAE43","cg07144560",0.68101792014161
"cg03665970","VAE43","cg03665970",0.680910665722445
"cg00247571","VAE43","cg00247571",-0.680649965821008
"cg14651518","VAE43","cg14651518",-0.680648634804396
"cg23198623","VAE43","cg23198623",-0.680632946532069
"cg26683005","VAE43","cg26683005",-0.680468215006982
"cg10692467","VAE43","cg10692467",-0.680290498199773
"cg19707735","VAE43","cg19707735",0.680285032434913
"cg23991274","VAE43","cg23991274",-0.68026588845287
"cg03723247","VAE43","cg03723247",-0.680255191496175
"cg23114964","VAE43","cg23114964",-0.680091550200283
"cg01167274","VAE43","cg01167274",-0.6800791527218
"cg07002058","VAE43","cg07002058",-0.680074076755282
"cg04497992","VAE43","cg04497992",0.679836712261091
"cg04101755","VAE43","cg04101755",-0.679568450272037
"cg03190661","VAE43","cg03190661",-0.679466718997099
"cg05783384","VAE43","cg05783384",0.679244541632712
"cg12069309","VAE43","cg12069309",-0.67915005903592
"cg05254518","VAE43","cg05254518",-0.679048765586769
"cg14617041","VAE43","cg14617041",-0.678944112319647
"cg12748890","VAE43","cg12748890",0.678820979568729
"cg16272981","VAE43","cg16272981",-0.678815423852845
"cg23280720","VAE43","cg23280720",-0.678724420546288
"cg20372886","VAE43","cg20372886",0.678687035230244
"cg03043127","VAE43","cg03043127",-0.678390104414778
"cg25530661","VAE43","cg25530661",-0.678241973678327
"cg27436259","VAE43","cg27436259",0.678169554800745
"cg04681600","VAE43","cg04681600",-0.678164223969382
"cg16496462","VAE43","cg16496462",0.678145161347916
"cg18562578","VAE43","cg18562578",-0.678141894134869
"cg18766033","VAE43","cg18766033",-0.677541162941733
"cg02095290","VAE43","cg02095290",0.677531799201297
"cg21201830","VAE43","cg21201830",-0.677447611421371
"cg07058998","VAE43","cg07058998",0.677372694151898
"cg03709468","VAE43","cg03709468",0.677291886027869
"cg06118478","VAE43","cg06118478",0.677082924314935
"cg09548718","VAE43","cg09548718",0.677053469420978
"cg14510299","VAE43","cg14510299",0.67703986771956
"cg08286181","VAE43","cg08286181",-0.677031551397364
"cg08669718","VAE43","cg08669718",-0.676973107315685
"cg21563683","VAE43","cg21563683",-0.676923391986958
"cg04086097","VAE43","cg04086097",-0.676660150902401
"cg12609829","VAE43","cg12609829",-0.676646718954459
"cg23746574","VAE43","cg23746574",-0.676535145681964
"cg12622597","VAE43","cg12622597",-0.676423368447651
"cg25882380","VAE43","cg25882380",-0.676406663354452
"cg07350470","VAE43","cg07350470",-0.676405785218479
"cg18231184","VAE43","cg18231184",-0.676336940894631
"cg01054110","VAE43","cg01054110",0.676322630810329
"cg05364884","VAE43","cg05364884",-0.676321519340803
"cg27542729","VAE43","cg27542729",-0.676091855401576
"cg00015530","VAE43","cg00015530",-0.675964211548518
"cg02127209","VAE43","cg02127209",-0.675638637605571
"cg09093150","VAE43","cg09093150",-0.675521243601092
"cg05246303","VAE43","cg05246303",-0.675175102976309
"cg02231590","VAE43","cg02231590",-0.675130073492466
"cg23392845","VAE43","cg23392845",0.675127914929856
"cg08175609","VAE43","cg08175609",-0.675064401432365
"cg11721464","VAE43","cg11721464",-0.674907401703088
"cg21584234","VAE43","cg21584234",-0.674786002114159
"cg03078363","VAE43","cg03078363",-0.674767368946927
"cg22041417","VAE43","cg22041417",0.674625030532025
"cg11781335","VAE43","cg11781335",-0.674569425435485
"cg17970299","VAE43","cg17970299",0.674508781861789
"cg20762861","VAE43","cg20762861",-0.674492146894302
"cg06748966","VAE43","cg06748966",-0.674482769253934
"cg14091103","VAE43","cg14091103",0.674400114424695
"cg24576358","VAE43","cg24576358",0.67438543969156
"cg09832443","VAE43","cg09832443",0.674382208865822
"cg08773462","VAE43","cg08773462",-0.67406641468958
"cg02026204","VAE43","cg02026204",-0.674066247601645
"cg01730970","VAE43","cg01730970",-0.67398765675286
"cg07579839","VAE43","cg07579839",-0.673914953504495
"cg14282004","VAE43","cg14282004",0.673804955507092
"cg14360663","VAE43","cg14360663",0.673782123425819
"cg10522125","VAE43","cg10522125",-0.673756298222021
"cg17036418","VAE43","cg17036418",-0.673731347645005
"cg08981702","VAE43","cg08981702",-0.673711441467458
"cg02996471","VAE43","cg02996471",-0.673707461030179
"cg17956563","VAE43","cg17956563",-0.67369319592257
"cg11511175","VAE43","cg11511175",0.673610469878961
"cg04168474","VAE43","cg04168474",0.673572583425759
"cg23413809","VAE43","cg23413809",-0.673559435239344
"cg24092939","VAE43","cg24092939",0.673520013168447
"cg26427109","VAE43","cg26427109",-0.673483740551778
"cg17446371","VAE43","cg17446371",-0.673324305673045
"cg08243524","VAE43","cg08243524",-0.673297393533251
"cg12922751","VAE43","cg12922751",-0.673248766232641
"cg16186435","VAE43","cg16186435",-0.673193646513568
"cg09760574","VAE43","cg09760574",0.672913487479075
"cg18670236","VAE43","cg18670236",-0.672863006565635
"cg12044828","VAE43","cg12044828",-0.672790731093258
"cg00998124","VAE43","cg00998124",-0.672762230862502
"cg08494738","VAE43","cg08494738",-0.672703801469667
"cg20425130","VAE43","cg20425130",-0.672684998385519
"cg12286415","VAE43","cg12286415",-0.672677949373443
"cg03776194","VAE43","cg03776194",-0.672641603373459
"cg19735421","VAE43","cg19735421",-0.672569310836526
"cg01035931","VAE43","cg01035931",0.672519796330446
"cg12568669","VAE43","cg12568669",0.672512205429397
"cg05202616","VAE43","cg05202616",0.672469582517224
"cg10312186","VAE43","cg10312186",-0.672464042887942
"cg02152417","VAE43","cg02152417",0.672448700507895
"cg10967023","VAE43","cg10967023",-0.67240492102577
"cg13740185","VAE43","cg13740185",-0.672282689368031
"cg05614735","VAE43","cg05614735",-0.672243140946931
"cg03839717","VAE43","cg03839717",-0.672179731306647
"cg13967811","VAE43","cg13967811",-0.671928310512422
"cg00326131","VAE43","cg00326131",0.67178034419149
"cg13390284","VAE43","cg13390284",0.671612491674438
"cg06857473","VAE43","cg06857473",0.671528798628586
"cg26019295","VAE43","cg26019295",-0.671449245603137
"cg13914531","VAE43","cg13914531",-0.671447412221064
"cg02797271","VAE43","cg02797271",-0.671347174165914
"cg00450164","VAE43","cg00450164",-0.671229706044615
"cg07684775","VAE43","cg07684775",0.671124157236602
"cg22707705","VAE43","cg22707705",0.670945292427005
"cg26055899","VAE43","cg26055899",-0.670850467648688
"cg02167021","VAE43","cg02167021",-0.670726314998487
"cg06477069","VAE43","cg06477069",0.670695806714209
"cg27573298","VAE43","cg27573298",-0.670690207116004
"cg17525495","VAE43","cg17525495",0.670618874081843
"cg21931938","VAE43","cg21931938",-0.67057999922737
"cg11854227","VAE43","cg11854227",-0.67052017273035
"cg07243762","VAE43","cg07243762",-0.670507643185287
"cg02895698","VAE43","cg02895698",-0.670436475691523
"cg07368857","VAE43","cg07368857",-0.670317613780623
"cg16663891","VAE43","cg16663891",-0.670284869667894
"cg26285698","VAE43","cg26285698",-0.670231010078734
"cg24114556","VAE43","cg24114556",-0.67022001327744
"cg22845855","VAE43","cg22845855",0.670213416695886
"cg21631439","VAE43","cg21631439",0.670104641645605
"cg11186282","VAE43","cg11186282",0.670042842589923
"cg22266001","VAE43","cg22266001",-0.670002333582293
"cg24999105","VAE43","cg24999105",-0.669993526165165
"cg26741686","VAE43","cg26741686",0.669965581208566
"cg06127256","VAE43","cg06127256",0.669960468857854
"cg17199018","VAE43","cg17199018",-0.669695630020638
"cg13078381","VAE43","cg13078381",-0.669674003727704
"cg05935311","VAE43","cg05935311",-0.669628607252832
"cg07398791","VAE43","cg07398791",-0.66903446196433
"cg18761549","VAE43","cg18761549",-0.669009937856509
"cg23048215","VAE43","cg23048215",-0.668997037041902
"cg17235897","VAE43","cg17235897",-0.668920142968515
"cg17965690","VAE43","cg17965690",0.668920075503476
"cg11639950","VAE43","cg11639950",0.668881012167717
"cg16394018","VAE43","cg16394018",-0.668867196827032
"cg26579713","VAE43","cg26579713",-0.668743473442329
"cg06026545","VAE43","cg06026545",0.668437541980559
"cg05398903","VAE43","cg05398903",-0.668416475225813
"cg13581922","VAE43","cg13581922",-0.668414154100506
"cg18037834","VAE43","cg18037834",0.6681601493073
"cg09015774","VAE43","cg09015774",-0.668031351052262
"cg04889800","VAE43","cg04889800",-0.667986972972116
"cg14573876","VAE43","cg14573876",-0.667894320985753
"cg09955084","VAE43","cg09955084",0.667750418058389
"cg09258804","VAE43","cg09258804",-0.667739783223631
"cg11269166","VAE43","cg11269166",-0.667719921189344
"cg08549216","VAE43","cg08549216",0.667636344326871
"cg08635395","VAE43","cg08635395",0.667406190018993
"cg10075976","VAE43","cg10075976",-0.667318253089076
"cg25052312","VAE43","cg25052312",-0.667304736517188
"cg10423052","VAE43","cg10423052",-0.667088241208274
"cg09980384","VAE43","cg09980384",-0.666996713639221
"cg13667782","VAE43","cg13667782",0.666922766611147
"cg20595457","VAE43","cg20595457",-0.666773744939898
"cg24376793","VAE43","cg24376793",0.666526963146009
"cg02627216","VAE43","cg02627216",0.666201196962362
"cg19056418","VAE43","cg19056418",-0.666181503593184
"cg06639053","VAE43","cg06639053",-0.6660491644976
"cg17675088","VAE43","cg17675088",0.666006829112096
"cg08327690","VAE43","cg08327690",-0.665969818115946
"cg10202436","VAE43","cg10202436",0.66589536937219
"cg06591973","VAE43","cg06591973",-0.665884327594204
"cg13321105","VAE43","cg13321105",-0.665733275519274
"cg25765104","VAE43","cg25765104",-0.665676341449443
"cg13702846","VAE43","cg13702846",-0.665521215764151
"cg19242851","VAE43","cg19242851",-0.665475302057316
"cg16695758","VAE43","cg16695758",-0.665443136226128
"cg27436118","VAE43","cg27436118",0.66538773993331
"cg01360627","VAE43","cg01360627",-0.665317164006804
"cg03278514","VAE43","cg03278514",-0.665277771920369
"cg00415011","VAE43","cg00415011",-0.665236633239045
"cg24088438","VAE43","cg24088438",-0.665074912045372
"cg21549695","VAE43","cg21549695",0.665018369919009
"cg09938213","VAE43","cg09938213",-0.664929045227641
"cg01144086","VAE43","cg01144086",-0.664902164065942
"cg27280037","VAE43","cg27280037",0.664848139562243
"cg13466988","VAE43","cg13466988",0.664826190936347
"cg16669395","VAE43","cg16669395",0.664814624430282
"cg26307871","VAE43","cg26307871",0.664800997564243
"cg02319067","VAE43","cg02319067",-0.664641622654433
"cg26255314","VAE43","cg26255314",-0.664564988795179
"cg06853339","VAE43","cg06853339",-0.664553980219164
"cg05004665","VAE43","cg05004665",-0.664361605263155
"cg20075309","VAE43","cg20075309",-0.664294304068028
"cg01966665","VAE43","cg01966665",0.664273563387622
"cg18661379","VAE43","cg18661379",-0.664225452248064
